NAME,total_housing_units,built_2020_or_later,built_2010_to_2019,built_2000_to_2009,built_1990_to_1999,built_1980_to_1989,built_1970_to_1979,built_1960_to_1969,built_1950_to_1959,built_1940_to_1949,median_year_year_built,state,county
"King County, Texas",148,0,25,31,1,15,19,21,7,19,1979,48,269
"Kinney County, Texas",1548,0,16,99,323,267,409,33,129,15,1978,48,271
"Kleberg County, Texas",13984,145,1849,1916,1585,1317,2263,1843,1806,628,1979,48,273
"Knox County, Texas",1802,0,37,45,133,204,378,317,243,223,1967,48,275
"Lamar County, Texas",22744,261,2558,3244,3461,3734,4064,2160,1424,770,1985,48,277
"Lamb County, Texas",5893,0,226,286,340,636,823,1545,1106,573,1966,48,279
"Lampasas County, Texas",9802,172,1306,1889,1403,1219,1180,744,796,237,1989,48,281
"La Salle County, Texas",2307,0,303,311,251,315,209,138,305,136,1981,48,283
"Lavaca County, Texas",10499,186,1176,1139,846,1353,1437,1096,1217,834,1976,48,285
"Lee County, Texas",7924,142,968,1597,1589,1059,887,443,312,269,1992,48,287
"Leon County, Texas",9018,57,1301,1768,1715,1626,1027,558,230,256,1992,48,289
"Liberty County, Texas",34765,1477,6019,5950,6202,4437,5870,1948,1511,690,1994,48,291
"Limestone County, Texas",10430,101,902,1660,1259,1969,1723,871,760,339,1983,48,293
"Lipscomb County, Texas",1505,5,95,108,44,225,404,184,139,129,1973,48,295
"Live Oak County, Texas",5971,19,607,901,993,969,1084,591,394,193,1985,48,297
"Llano County, Texas",15583,197,1935,3111,2610,2807,2348,1494,533,243,1990,48,299
"Loving County, Texas",47,0,3,5,3,0,8,2,11,0,1958,48,301
"Lubbock County, Texas",136468,2428,20826,19228,14774,17715,21358,17248,15113,4203,1984,48,303
"Lynn County, Texas",2527,9,197,83,66,251,362,605,518,157,1965,48,305
"McCulloch County, Texas",4216,73,151,265,279,536,639,634,327,516,1967,48,307
"McLennan County, Texas",107194,1399,14563,12505,11990,15538,16288,12097,13299,4388,1982,48,309
"McMullen County, Texas",326,0,50,83,27,37,29,32,35,15,1989,48,311
"Madison County, Texas",5095,17,499,895,580,911,746,549,323,291,1984,48,313
"Marion County, Texas",5609,86,292,656,890,933,1081,791,340,225,1981,48,315
"Martin County, Texas",2207,0,223,137,92,391,388,444,298,110,1973,48,317
"Mason County, Texas",2411,11,110,353,193,342,256,270,158,260,1972,48,319
"Matagorda County, Texas",18871,229,1838,2028,1475,3230,4204,2468,1897,595,1978,48,321
"Maverick County, Texas",20258,462,3844,4048,3861,2853,2426,1164,619,319,1995,48,323
"Medina County, Texas",19758,297,3462,3839,3691,2106,1910,1403,1168,736,1994,48,325
"Menard County, Texas",1309,0,83,112,126,158,175,70,119,176,1970,48,327
"Midland County, Texas",71565,1763,17475,8604,7097,12411,7246,4606,9837,1692,1989,48,329
"Milam County, Texas",11581,77,1585,1436,1241,1595,2094,1058,1501,270,1981,48,331
"Mills County, Texas",2614,3,183,333,423,244,436,232,225,177,1977,48,333
"Mitchell County, Texas",3697,4,122,134,98,363,570,409,940,484,1958,48,335
"Montague County, Texas",10313,213,1400,1313,968,1090,1717,1340,913,522,1979,48,337
"Montgomery County, Texas",253801,10849,67474,68615,40590,30624,24192,6564,2088,880,2003,48,339
"Moore County, Texas",8221,19,648,738,623,916,1829,1226,1319,663,1974,48,341
"Morris County, Texas",5812,54,257,517,576,1042,1016,1067,926,157,1975,48,343
"Motley County, Texas",746,11,24,30,4,42,70,157,108,84,1957,48,345
"Nacogdoches County, Texas",28995,179,2898,4159,4562,5212,5430,2056,2498,973,1985,48,347
"Navarro County, Texas",21790,417,1858,2893,3283,2938,4038,2042,1562,1205,1982,48,349
"Newton County, Texas",6460,114,1127,745,1075,1117,916,506,327,271,1988,48,351
"Nolan County, Texas",7129,27,186,225,245,928,1239,1288,1522,764,1964,48,353
"Nueces County, Texas",153109,1540,17675,18626,16690,26771,21173,16497,21189,8995,1982,48,355
"Ochiltree County, Texas",4340,0,447,176,457,777,779,911,456,168,1976,48,357
"Oldham County, Texas",791,3,43,105,46,40,90,176,102,60,1966,48,359
"Orange County, Texas",37681,566,5108,5106,3810,5636,6308,4883,3924,1244,1982,48,361
"Palo Pinto County, Texas",15147,271,1365,1980,1668,1966,2046,2198,1391,941,1978,48,363
"Panola County, Texas",10818,69,1254,1664,1469,1629,1860,1235,1017,363,1984,48,365
"Parker County, Texas",58786,2801,13419,14392,8438,7478,5112,3282,1826,810,2001,48,367
"Parmer County, Texas",3753,0,193,303,191,293,932,883,593,215,1970,48,369
"Pecos County, Texas",5853,89,534,685,577,979,811,783,974,173,1979,48,371
"Polk County, Texas",25677,460,3535,4512,3948,3802,5282,1956,1094,461,1989,48,373
"Potter County, Texas",49133,301,2681,3351,3285,4705,5150,6590,11160,6757,1962,48,375
"Presidio County, Texas",3380,0,147,325,576,566,272,349,440,263,1977,48,377
"Rains County, Texas",5858,78,1262,1081,1047,1014,546,379,179,176,1995,48,379
"Randall County, Texas",61137,1002,10436,9976,5680,8140,10072,7702,5320,1542,1986,48,381
"Reagan County, Texas",1379,0,132,33,161,378,253,118,264,23,1980,48,383
"Real County, Texas",1829,4,385,229,191,254,300,161,60,35,1986,48,385
"Red River County, Texas",6186,65,603,642,732,1214,1361,454,313,238,1981,48,387
"Reeves County, Texas",5118,31,781,281,331,364,719,917,1182,290,1969,48,389
"Refugio County, Texas",3328,83,343,210,303,326,426,611,519,384,1971,48,391
"Roberts County, Texas",392,0,1,31,65,32,53,34,56,29,1966,48,393
"Robertson County, Texas",8559,109,1090,1199,1084,1026,1431,955,716,323,1982,48,395
"Rockwall County, Texas",41426,2758,11259,13018,5857,5407,2207,403,265,81,2005,48,397
"Runnels County, Texas",4989,30,180,186,293,418,495,620,1330,776,1958,48,399
"Rusk County, Texas",21258,68,1973,3300,2170,3165,3756,1655,2462,1378,1980,48,401
"Sabine County, Texas",7665,186,840,1018,1800,1152,1415,573,355,102,1990,48,403
"San Augustine County, Texas",4799,61,482,258,1203,855,759,532,269,117,1985,48,405
"San Jacinto County, Texas",14487,378,1796,3021,2454,2086,2960,559,586,276,1992,48,407
"San Patricio County, Texas",29954,575,4047,4467,3001,3236,6126,3180,3110,1241,1981,48,409
"San Saba County, Texas",2848,53,162,336,299,476,278,307,341,252,1976,48,411
"Schleicher County, Texas",1290,10,139,94,92,192,181,46,386,49,1973,48,413
"Scurry County, Texas",6896,19,422,266,472,994,1102,1107,1688,462,1968,48,415
"Shackelford County, Texas",1572,3,115,240,103,232,158,113,221,139,1974,48,417
"Shelby County, Texas",11530,95,1420,1426,1379,2140,2407,841,742,565,1983,48,419
"Sherman County, Texas",1117,0,29,138,73,79,134,157,176,122,1963,48,421
"Smith County, Texas",98672,2070,13182,16168,12309,13097,14602,9451,9425,5215,1986,48,423
"Somervell County, Texas",3967,59,655,957,755,394,433,140,198,102,1996,48,425
"Starr County, Texas",23008,197,3423,4643,4983,4820,2402,1476,513,270,1993,48,427
"Stephens County, Texas",4669,113,24,334,317,705,1363,688,289,377,1974,48,429
"Sterling County, Texas",508,0,67,28,90,129,60,43,55,10,1985,48,431
"Stonewall County, Texas",733,7,48,15,29,69,159,147,155,22,1967,48,433
"Sutton County, Texas",1740,0,67,113,253,334,187,223,249,59,1974,48,435
"Swisher County, Texas",3038,2,112,48,57,224,453,642,731,305,1960,48,437
"Tarrant County, Texas",827874,14846,109528,155743,115090,153227,104700,63911,64872,22532,1989,48,439
"Taylor County, Texas",61581,856,6537,5709,5934,9509,7718,5131,12078,3807,1977,48,441
"Terrell County, Texas",663,0,9,0,34,19,51,68,130,92,1948,48,443
"Terry County, Texas",4796,102,196,143,259,460,876,1172,1098,416,1967,48,445
"Throckmorton County, Texas",960,21,10,25,66,63,149,167,197,77,1961,48,447
"Titus County, Texas",12110,91,1022,1690,2145,2028,2091,1579,739,431,1985,48,449
"Tom Green County, Texas",51949,308,5114,4764,5182,9618,7856,5875,8355,2234,1979,48,451
"Travis County, Texas",594638,17617,136707,114011,83372,93663,70525,36518,20678,9739,1997,48,453
"Trinity County, Texas",8261,298,1034,1092,1435,1497,1598,363,236,209,1988,48,455
"Tyler County, Texas",9499,136,1029,1175,1607,1696,1697,994,656,191,1985,48,457
"Upshur County, Texas",17444,199,2770,2788,2495,2230,3152,1262,1007,724,1988,48,459
"Upton County, Texas",1629,12,190,95,55,267,170,55,453,172,1965,48,461
"Uvalde County, Texas",10092,174,1002,1214,1594,1871,1559,1105,728,118,1984,48,463
"Val Verde County, Texas",18631,210,1685,2736,2834,2765,3778,1983,1109,680,1983,48,465
"Van Zandt County, Texas",25708,567,3794,4419,4399,3528,4034,2253,1440,507,1991,48,467
"Victoria County, Texas",39238,414,5312,4353,5038,5667,5831,4332,4865,1681,1982,48,469
"Walker County, Texas",29626,701,5041,3468,4834,5856,6260,1921,579,429,1989,48,471
"Waller County, Texas",19946,965,4261,3781,3309,3176,2020,1234,810,199,1997,48,473
"Ward County, Texas",5137,39,678,138,165,630,1006,946,992,404,1971,48,475
"Washington County, Texas",17371,272,2803,2986,2515,2569,2397,1385,972,345,1990,48,477
"Webb County, Texas",86727,1312,14000,21332,17466,11691,7650,4504,4018,1913,1996,48,479
"Wharton County, Texas",17546,154,1832,1650,2262,2181,3211,1451,2130,1291,1978,48,481
"Wheeler County, Texas",2595,1,261,116,177,255,337,159,364,387,1961,48,483
"Wichita County, Texas",55664,174,2875,4942,4458,8410,8827,8432,9090,3205,1972,48,485
"Wilbarger County, Texas",5848,20,144,330,401,701,862,705,1100,449,1963,48,487
"Willacy County, Texas",6854,94,1034,663,939,809,877,1042,831,402,1981,48,489
"Williamson County, Texas",251600,14986,76059,65095,41396,29668,14878,2889,2055,1256,2005,48,491
"Wilson County, Texas",19259,757,3769,4736,4551,1886,1304,868,479,522,1999,48,493
"Winkler County, Texas",3209,13,297,107,113,263,585,901,610,314,1967,48,495
"Wise County, Texas",27196,790,4448,5420,5091,4047,2918,1317,1778,725,1994,48,497
"Wood County, Texas",22267,140,2777,3414,4698,3504,3380,1856,931,899,1990,48,499
"Yoakum County, Texas",3015,9,69,254,367,524,594,321,625,144,1975,48,501
"Young County, Texas",8550,101,655,468,753,1436,1610,1158,1369,395,1975,48,503
"Zapata County, Texas",6218,33,585,872,1666,1302,665,506,553,8,1990,48,505
"Zavala County, Texas",3951,16,367,212,732,503,530,553,385,308,1977,48,507
"Beaver County, Utah",2928,13,176,286,428,384,346,154,269,220,1975,49,001
"Box Elder County, Utah",20280,390,2324,3111,2630,1850,2961,2109,1614,607,1981,49,003
"Cache County, Utah",45454,1170,7329,7876,7005,4506,6808,2800,2053,1130,1991,49,005
"Carbon County, Utah",9629,22,453,417,807,1209,2390,292,923,1472,1972,49,007
"Daggett County, Utah",1155,1,116,206,109,142,453,61,24,16,1980,49,009
"Davis County, Utah",118581,2467,18711,24673,19053,15506,17341,8752,6923,2604,1993,49,011
"Duchesne County, Utah",8943,68,953,1632,1385,1342,1704,587,435,352,1987,49,013
"Emery County, Utah",4099,29,132,256,683,731,1387,116,137,149,1978,49,015
"Garfield County, Utah",3589,21,223,574,630,461,622,195,260,215,1982,49,017
"Grand County, Utah",5333,57,799,749,845,664,858,561,499,54,1987,49,019
"Iron County, Utah",22824,560,3655,4879,5265,2925,2846,768,862,485,1996,49,021
"Juab County, Utah",3972,58,510,742,387,379,551,206,89,264,1982,49,023
"Kane County, Utah",6264,79,669,1514,1395,932,968,137,196,49,1994,49,025
"Millard County, Utah",4990,46,259,426,451,811,774,355,329,316,1974,49,027
"Morgan County, Utah",3833,128,774,898,448,156,436,179,156,123,1997,49,029
"Piute County, Utah",892,5,61,182,81,56,164,24,84,55,1976,49,031
"Rich County, Utah",3217,15,277,911,378,258,732,218,132,22,1989,49,033
"Salt Lake County, Utah",440166,7648,64018,61633,60336,50720,76132,37228,36447,14150,1985,49,035
"San Juan County, Utah",5612,22,414,867,1260,772,1142,371,468,139,1987,49,037
"Sanpete County, Utah",10442,132,840,1926,1809,1006,1400,236,408,370,1985,49,039
"Sevier County, Utah",8705,92,803,1039,1304,762,1525,516,423,638,1978,49,041
"Summit County, Utah",26206,213,3140,6790,5701,4824,3602,602,297,226,1995,49,043
"Tooele County, Utah",24138,1040,4272,5421,4613,1735,2079,1401,1289,911,1997,49,045
"Uintah County, Utah",13775,82,2102,3356,1026,1908,2735,1116,581,494,1988,49,047
"Utah County, Utah",203308,7630,45686,46632,33013,17222,23627,8642,8561,5029,1999,49,049
"Wasatch County, Utah",15446,405,4465,4294,2375,921,1075,470,258,264,2003,49,051
"Washington County, Utah",78993,3880,17875,21505,15971,10805,5318,1316,950,564,2002,49,053
"Wayne County, Utah",1713,7,159,267,324,125,258,144,116,50,1982,49,055
"Weber County, Utah",98595,1751,10330,15959,14328,10485,12363,8277,10254,5125,1983,49,057
"Addison County, Vermont",17521,137,1203,1769,2167,2642,2409,1344,730,390,1977,50,001
"Bennington County, Vermont",20877,105,605,1997,1569,3182,3480,2205,1509,831,1971,50,003
"Caledonia County, Vermont",16084,74,921,1995,1248,2159,2095,1039,441,689,1972,50,005
"Chittenden County, Vermont",74025,363,7777,7564,9225,12521,11278,5900,4558,1627,1980,50,007
"Essex County, Vermont",4914,21,188,779,454,541,651,347,389,117,1973,50,009
"Franklin County, Vermont",22850,94,2384,2916,2485,3141,2976,1355,1091,606,1979,50,011
"Grand Isle County, Vermont",5301,19,446,852,672,865,569,512,250,140,1982,50,013
"Lamoille County, Vermont",14138,195,928,2082,2087,2345,2017,989,688,184,1982,50,015
"Orange County, Vermont",15021,152,790,1856,1709,2223,2289,1007,456,377,1977,50,017
"Orleans County, Vermont",16630,104,973,2341,1894,2285,2382,1369,745,644,1977,50,019
"Rutland County, Vermont",33974,81,1108,2185,2877,5273,5459,3105,1975,1249,1970,50,021
"Washington County, Vermont",30860,118,1461,2817,2884,4285,5080,2967,1644,798,1972,50,023
"Windham County, Vermont",30104,171,942,3124,2461,5491,4575,2840,1632,1098,1974,50,025
"Windsor County, Vermont",34773,129,1358,3114,3430,5905,5412,2535,1860,1395,1974,50,027
"Accomack County, Virginia",21897,101,1288,3795,2857,3674,2173,2251,1303,856,1982,51,001
"Albemarle County, Virginia",48360,889,7165,7742,9009,8410,6804,3239,1559,591,1991,51,003
"Alleghany County, Virginia",7916,9,70,654,725,1349,1027,1007,687,678,1969,51,005
"Amelia County, Virginia",5770,47,664,1321,1070,741,615,420,298,28,1992,51,007
"Amherst County, Virginia",14301,49,716,1706,2119,1876,2680,1920,1399,657,1977,51,009
"Appomattox County, Virginia",7380,34,873,1273,885,703,1289,586,709,340,1981,51,011
"Arlington County, Virginia",120746,1427,13929,16817,11019,13396,10029,13717,15608,15333,1976,51,013
"Augusta County, Virginia",32890,115,2913,5531,7067,4875,4202,2249,1999,1058,1988,51,015
"Bath County, Virginia",3336,0,233,576,371,299,430,281,265,79,1976,51,017
"Bedford County, Virginia",37383,378,3638,5706,8242,6856,5464,2456,1843,754,1989,51,019
"Bland County, Virginia",3205,6,182,471,503,545,401,240,279,169,1982,51,021
"Botetourt County, Virginia",15010,116,1228,2371,2505,2070,2601,1227,999,619,1984,51,023
"Brunswick County, Virginia",7935,13,447,1413,1448,739,1414,589,697,361,1981,51,025
"Buchanan County, Virginia",10340,7,490,1294,1528,1547,2296,1059,779,914,1979,51,027
"Buckingham County, Virginia",7233,67,627,1469,1484,861,1215,349,352,141,1990,51,029
"Campbell County, Virginia",25363,114,2036,3552,3466,3632,4800,3256,1744,1039,1980,51,031
"Caroline County, Virginia",12693,153,1302,3515,1676,1408,2017,841,741,426,1992,51,033
"Carroll County, Virginia",16645,44,869,2667,2759,2169,2752,1469,1620,939,1981,51,035
"Charles City County, Virginia",3269,35,346,523,720,489,373,300,199,102,1990,51,036
"Charlotte County, Virginia",5973,4,351,680,888,1012,878,585,501,219,1979,51,037
"Chesterfield County, Virginia",142572,2970,18033,25805,22833,30813,23071,10611,5023,1375,1989,51,041
"Clarke County, Virginia",6478,89,386,1147,931,696,753,620,294,271,1980,51,043
"Craig County, Virginia",2397,0,141,409,263,318,463,286,93,54,1979,51,045
"Culpeper County, Virginia",19529,272,2392,4679,3118,2788,2526,1143,978,332,1992,51,047
"Cumberland County, Virginia",4695,101,295,433,881,870,693,550,240,278,1983,51,049
"Dickenson County, Virginia",7352,28,462,855,1290,1101,1146,857,472,549,1981,51,051
"Dinwiddie County, Virginia",11896,96,769,2291,2138,1855,1805,1254,588,312,1986,51,053
"Essex County, Virginia",5785,14,257,1155,656,929,982,415,624,324,1981,51,057
"Fairfax County, Virginia",428352,3092,29572,48213,62185,97046,83842,57300,34711,7803,1983,51,059
"Fauquier County, Virginia",28454,179,2652,5083,3977,6305,3704,1485,1423,611,1986,51,061
"Floyd County, Virginia",7946,79,581,1417,1533,992,1115,498,535,372,1986,51,063
"Fluvanna County, Virginia",11329,164,982,2761,3285,1655,763,424,443,159,1995,51,065
"Franklin County, Virginia",28344,225,1833,5306,5275,5627,4150,2071,1672,616,1987,51,067
"Frederick County, Virginia",36617,664,5582,8431,6259,6400,3971,2002,1348,449,1994,51,069
"Giles County, Virginia",8316,116,373,685,1261,746,1068,779,1057,1279,1971,51,071
"Gloucester County, Virginia",17204,178,1394,3246,2524,3460,2316,1048,1174,421,1986,51,073
"Goochland County, Virginia",10913,238,2286,2678,1611,1532,1149,679,283,83,1998,51,075
"Grayson County, Virginia",8961,25,334,819,1462,1187,1278,941,949,599,1975,51,077
"Greene County, Virginia",8687,119,1029,1881,2030,1275,949,399,257,193,1994,51,079
"Greensville County, Virginia",4012,0,153,577,512,570,971,497,379,71,1978,51,081
"Halifax County, Virginia",17382,10,714,1731,2472,1919,2930,2575,1982,895,1974,51,083
"Hanover County, Virginia",43983,621,5245,7075,9417,7555,5629,3694,1879,1215,1990,51,085
"Henrico County, Virginia",142964,1357,12005,20517,24107,24077,19603,14569,15847,6751,1984,51,087
"Henry County, Virginia",25445,39,701,1504,3471,3853,5263,4579,3158,1614,1974,51,089
"Highland County, Virginia",1839,0,49,279,148,267,230,134,47,90,1972,51,091
"Isle of Wight County, Virginia",16827,310,2223,3262,3285,2243,2286,1127,648,425,1992,51,093
"James City County, Virginia",34400,662,5174,9183,7450,5823,3282,1449,774,225,1997,51,095
"King and Queen County, Virginia",3485,42,292,744,698,466,288,181,292,83,1990,51,097
"King George County, Virginia",10540,170,1624,3337,1341,1295,1150,647,440,170,1999,51,099
"King William County, Virginia",7605,67,1270,1782,1401,895,668,317,330,155,1995,51,101
"Lancaster County, Virginia",7483,8,586,1020,921,1364,1355,761,524,102,1981,51,103
"Lee County, Virginia",10857,23,523,1224,1682,1702,1801,887,1021,962,1978,51,105
"Loudoun County, Virginia",144804,2181,33438,44189,30092,15478,9060,4405,1703,663,2002,51,107
"Louisa County, Virginia",18047,266,2402,3892,3901,2728,1855,824,818,110,1994,51,109
"Lunenburg County, Virginia",5903,0,240,686,754,680,990,779,373,427,1974,51,111
"Madison County, Virginia",6110,52,487,843,943,747,839,639,372,325,1980,51,113
"Mathews County, Virginia",5486,27,141,451,965,638,771,487,514,237,1973,51,115
"Mecklenburg County, Virginia",19184,163,1367,2948,3414,2231,2952,1949,1828,905,1982,51,117
"Middlesex County, Virginia",7140,12,291,1182,1279,1020,969,567,722,439,1982,51,119
"Montgomery County, Virginia",42229,556,4970,6125,6576,7367,7380,3054,2366,2030,1986,51,121
"Nelson County, Virginia",9947,83,404,1957,1774,2163,1146,580,553,249,1987,51,125
"New Kent County, Virginia",9495,362,1973,1809,1286,1444,1115,377,266,454,1995,51,127
"Northampton County, Virginia",7456,91,479,1586,892,524,956,354,713,359,1978,51,131
"Northumberland County, Virginia",9009,15,789,2001,1557,1377,1088,510,676,217,1989,51,133
"Nottoway County, Virginia",6683,66,341,801,800,687,812,695,835,434,1972,51,135
"Orange County, Virginia",15895,125,1825,4170,2244,2236,1526,1002,1090,502,1992,51,137
"Page County, Virginia",11878,99,575,1336,1345,1755,1751,912,1172,616,1975,51,139
"Patrick County, Virginia",10006,114,454,1104,1899,1639,1598,1031,700,739,1981,51,141
"Pittsylvania County, Virginia",29468,60,1288,3704,5343,4672,5238,3004,2532,1241,1981,51,143
"Powhatan County, Virginia",11841,221,1514,2820,2786,1474,1848,502,224,86,1995,51,145
"Prince Edward County, Virginia",9171,31,671,1372,1400,1163,1450,927,404,410,1980,51,147
"Prince George County, Virginia",13444,67,1606,2729,2684,2526,1785,1157,355,221,1991,51,149
"Prince William County, Virginia",160256,1690,20935,42070,27338,28485,21949,10373,4423,1000,1994,51,153
"Pulaski County, Virginia",17039,42,624,1806,2060,1917,3873,1859,1884,1522,1975,51,155
"Rappahannock County, Virginia",3848,0,106,619,532,761,533,294,193,53,1981,51,157
"Richmond County, Virginia",3959,52,271,366,460,457,826,445,225,401,1975,51,159
"Roanoke County, Virginia",42251,317,2778,4528,5630,5754,8874,7130,3961,1544,1978,51,161
"Rockbridge County, Virginia",11315,135,513,1824,1956,1235,1551,1075,933,462,1980,51,163
"Rockingham County, Virginia",36095,476,3841,5905,5700,5015,5152,2428,2282,1150,1986,51,165
"Russell County, Virginia",12772,15,634,1470,2011,2074,2593,1293,1066,577,1979,51,167
"Scott County, Virginia",11776,13,485,1330,1632,1468,1606,1401,1800,742,1974,51,169
"Shenandoah County, Virginia",21319,177,874,4089,2690,3037,3589,1602,935,631,1981,51,171
"Smyth County, Virginia",15080,27,665,1177,2051,2207,2549,2039,1920,898,1974,51,173
"Southampton County, Virginia",7774,46,522,1220,1246,860,1251,580,706,259,1980,51,175
"Spotsylvania County, Virginia",54020,1305,7703,13034,12663,10174,5083,1237,1260,714,1996,51,177
"Stafford County, Virginia",53864,856,9483,12782,11625,8089,6298,1797,1434,490,1997,51,179
"Surry County, Virginia",3438,23,273,467,592,476,430,278,268,202,1982,51,181
"Sussex County, Virginia",4672,28,392,550,705,545,1011,319,569,198,1979,51,183
"Tazewell County, Virginia",19804,47,819,1517,2590,2740,3831,1850,2256,1663,1974,51,185
"Warren County, Virginia",16936,170,994,2693,3211,2585,2712,1039,1269,674,1985,51,187
"Washington County, Virginia",25505,106,1615,3296,4830,3353,4990,2489,1661,1019,1981,51,191
"Westmoreland County, Virginia",11300,59,887,2439,1273,1365,1606,990,1058,749,1983,51,193
"Wise County, Virginia",16659,31,1063,1959,2668,2329,3221,1211,1243,1220,1979,51,195
"Wythe County, Virginia",14016,56,837,2007,2092,1602,2444,1433,715,959,1978,51,197
"York County, Virginia",28211,371,3354,5519,6404,4999,3011,2341,1679,292,1992,51,199
"Alexandria city, Virginia",80570,632,7380,8785,7220,7754,13453,12336,8117,7979,1974,51,510
"Bristol city, Virginia",8654,0,170,664,550,1044,1341,1425,1188,639,1966,51,520
"Buena Vista city, Virginia",2944,0,124,226,286,443,464,348,664,91,1972,51,530
"Charlottesville city, Virginia",21559,108,2381,2202,1329,1699,2167,3162,3377,1507,1967,51,540
"Chesapeake city, Virginia",95997,1397,12967,12815,18793,19691,12454,8744,5267,1719,1989,51,550
"Colonial Heights city, Virginia",8126,32,85,487,654,824,2050,1668,1396,492,1970,51,570
"Covington city, Virginia",3038,0,11,87,157,194,248,352,440,433,1949,51,580
"Danville city, Virginia",22309,28,368,675,1407,1555,4091,3450,4289,2652,1961,51,590
"Emporia city, Virginia",2824,0,66,206,322,185,400,337,586,188,1963,51,595
"Fairfax city, Virginia",9317,121,754,614,685,779,831,2598,2582,291,1967,51,600
"Falls Church city, Virginia",6360,105,766,989,286,247,901,943,860,903,1971,51,610
"Franklin city, Virginia",3897,10,139,399,522,309,363,505,1054,158,1966,51,620
"Fredericksburg city, Virginia",12308,237,2484,1825,1117,1131,1688,1007,561,495,1986,51,630
"Galax city, Virginia",3213,5,56,251,212,264,701,490,435,393,1968,51,640
"Hampton city, Virginia",62503,347,4381,5003,7525,9485,7858,12307,7876,3571,1974,51,650
"Harrisonburg city, Virginia",18654,132,1736,3459,3070,3124,2588,1411,1278,540,1987,51,660
"Hopewell city, Virginia",10434,61,337,708,494,1052,2482,1666,1460,697,1970,51,670
"Lexington city, Virginia",2644,13,16,40,230,166,187,575,379,151,1957,51,678
"Lynchburg city, Virginia",34009,262,2416,3843,1912,2992,5540,4354,4177,2023,1970,51,680
"Manassas city, Virginia",14426,167,1101,978,2384,4703,2017,2008,569,114,1985,51,683
"Manassas Park city, Virginia",5525,0,468,1913,1240,335,230,303,952,37,1997,51,685
"Martinsville city, Virginia",7031,0,25,298,350,481,944,1186,1714,704,1959,51,690
"Newport News city, Virginia",81850,284,6416,8271,11380,13882,13602,11910,8461,3872,1979,51,700
"Norfolk city, Virginia",102542,722,8020,7100,6040,11169,10526,12706,20302,10352,1964,51,710
"Norton city, Virginia",1748,0,14,131,205,251,435,112,185,113,1974,51,720
"Petersburg city, Virginia",18026,92,1164,1398,1070,1572,3585,2210,2681,1389,1969,51,730
"Poquoson city, Virginia",4945,20,246,466,487,956,1067,516,313,423,1977,51,735
"Portsmouth city, Virginia",43233,134,2274,2768,3265,4162,6322,6348,7247,5516,1966,51,740
"Radford city, Virginia",6457,33,248,659,737,1188,966,548,696,735,1976,51,750
"Richmond city, Virginia",112848,1216,9686,6610,6394,8250,9770,12546,15915,10178,1959,51,760
"Roanoke city, Virginia",48931,157,1456,2682,3048,3991,6101,5847,8407,4946,1959,51,770
"Salem city, Virginia",11096,55,395,535,932,1429,2344,1795,1510,507,1971,51,775
"Staunton city, Virginia",12352,29,547,955,610,813,1417,2530,2264,815,1963,51,790
"Suffolk city, Virginia",39651,1205,6449,8928,5842,3835,4573,2657,2352,1434,1994,51,800
"Virginia Beach city, Virginia",190734,752,15567,20861,24985,51929,37609,23527,10935,2418,1984,51,810
"Waynesboro city, Virginia",10395,149,681,918,1126,1092,1009,1788,1722,574,1969,51,820
"Williamsburg city, Virginia",5767,155,727,1028,659,950,652,733,446,127,1987,51,830
"Winchester city, Virginia",12468,30,528,1153,1332,1404,1578,1368,1318,1453,1968,51,840
"Adams County, Washington",6844,129,538,786,865,563,1444,628,782,256,1976,53,001
"Asotin County, Washington",10165,82,812,1087,1492,1100,1604,976,926,688,1977,53,003
"Benton County, Washington",81792,1406,11478,13655,12727,5711,14623,6745,6784,6718,1987,53,005
"Chelan County, Washington",38129,448,3471,6010,5740,4334,4628,2912,3201,2363,1982,53,007
"Clallam County, Washington",38295,408,2527,5755,6532,4787,8077,2694,2489,2159,1982,53,009
"Clark County, Washington",201114,4950,28628,34300,43655,21740,31941,12943,8412,6231,1993,53,011
"Columbia County, Washington",2218,21,128,190,89,63,187,165,185,327,1948,53,013
"Cowlitz County, Washington",45884,395,2937,5314,6694,3836,7709,4724,4438,3365,1975,53,015
"Douglas County, Washington",17721,196,1954,3267,2643,1446,3123,1293,1693,671,1984,53,017
"Ferry County, Washington",4105,23,303,779,682,628,800,265,233,192,1986,53,019
"Franklin County, Washington",30488,759,5695,7613,3590,1313,4454,2323,2406,1228,1997,53,021
"Garfield County, Washington",1223,0,41,77,48,58,174,89,178,79,1953,53,023
"Grant County, Washington",39496,337,5105,6875,6140,3787,5819,2273,5856,1558,1987,53,025
"Grays Harbor County, Washington",36568,217,2242,4299,3694,3703,6481,3564,2329,1714,1974,53,027
"Island County, Washington",42398,422,3327,7326,10250,6271,6133,3568,2709,928,1990,53,029
"Jefferson County, Washington",19359,282,1679,3115,3799,3182,3023,1365,548,404,1987,53,031
"King County, Washington",988330,11640,132922,131770,116987,134529,121181,109851,74261,46054,1983,53,033
"Kitsap County, Washington",115329,1520,10592,15494,22474,18781,19448,7579,4824,6438,1986,53,035
"Kittitas County, Washington",24326,266,3479,4657,4275,2178,3299,1705,890,707,1991,53,037
"Klickitat County, Washington",10722,130,1075,1710,1690,1030,1355,743,1024,450,1983,53,039
