PartialFIPS,TEMPERATURE,Anomaly (1901-2000 base period),MONTH
IL-121,55.6,1.6,4
IL-123,52.2,2.3,4
IL-125,54.0,1.8,4
IL-127,58.1,1.3,4
IL-129,53.8,1.7,4
IL-131,51.7,1.7,4
IL-133,57.2,1.8,4
IL-135,55.7,2.9,4
IL-137,54.3,1.9,4
IL-139,53.6,1.9,4
IL-141,49.3,1.7,4
IL-143,53.1,2.6,4
IL-145,56.3,1.4,4
IL-147,53.1,2.3,4
IL-149,54.6,1.7,4
IL-151,57.0,0.8,4
IL-153,58.2,1.3,4
IL-155,51.8,2.0,4
IL-157,56.7,1.5,4
IL-159,55.5,1.5,4
IL-161,51.7,2.2,4
IL-163,56.6,1.5,4
IL-165,56.7,1.0,4
IL-167,54.3,2.1,4
IL-169,53.8,1.8,4
IL-171,54.6,1.7,4
IL-173,54.1,1.7,4
IL-175,51.4,1.8,4
IL-177,48.5,1.6,4
IL-179,53.5,2.6,4
IL-181,56.6,0.6,4
IL-183,51.9,1.3,4
IL-185,56.2,1.5,4
IL-187,52.2,2.1,4
IL-189,56.3,1.6,4
IL-191,56.0,1.5,4
IL-193,57.0,1.4,4
IL-195,51.0,2.4,4
IL-197,50.8,2.3,4
IL-199,56.6,1.2,4
IL-201,49.1,1.8,4
IL-203,52.7,2.9,4
IN-001,51.4,3.0,4
IN-003,50.8,2.6,4
IN-005,54.7,2.3,4
IN-007,51.4,2.3,4
IN-009,51.9,2.6,4
IN-011,51.5,2.1,4
IN-013,54.0,2.2,4
IN-015,51.8,2.5,4
IN-017,51.3,2.4,4
IN-019,55.4,1.4,4
IN-021,54.0,2.3,4
IN-023,51.7,2.4,4
IN-025,54.3,0.2,4
IN-027,55.1,1.8,4
IN-029,53.8,1.8,4
IN-031,53.5,1.7,4
IN-033,50.0,2.6,4
IN-035,52.1,2.4,4
IN-037,54.7,0.7,4
IN-039,50.0,3.1,4
IN-041,52.1,1.7,4
IN-043,55.5,1.2,4
IN-045,51.8,1.5,4
IN-047,52.9,1.7,4
IN-049,50.5,2.6,4
IN-051,56.5,1.6,4
IN-053,52.3,2.8,4
IN-055,54.5,2.3,4
IN-057,52.1,2.1,4
IN-059,52.5,1.9,4
IN-061,55.4,1.0,4
IN-063,52.1,1.8,4
IN-065,51.9,2.3,4
IN-067,52.0,2.6,4
IN-069,51.3,2.5,4
IN-071,55.4,2.5,4
IN-073,50.9,2.4,4
IN-075,51.2,2.3,4
IN-077,55.7,2.6,4
IN-079,55.4,2.6,4
IN-081,53.3,2.0,4
IN-083,55.4,1.5,4
IN-085,50.0,2.4,4
IN-087,50.1,3.2,4
IN-089,50.7,2.9,4
IN-091,50.4,3.2,4
IN-093,54.0,1.4,4
IN-095,52.6,2.6,4
IN-097,52.6,1.8,4
IN-099,50.2,3.0,4
IN-101,54.6,1.6,4
IN-103,51.3,2.3,4
IN-105,53.7,2.0,4
IN-107,51.8,2.0,4
IN-109,53.4,2.1,4
IN-111,51.2,2.4,4
IN-113,49.6,2.3,4
IN-115,54.8,2.1,4
IN-117,53.9,0.6,4
IN-119,53.8,2.3,4
IN-121,52.4,1.3,4
IN-123,55.0,0.0,4
IN-125,55.7,1.5,4
IN-127,50.7,3.3,4
IN-129,57.4,1.4,4
IN-131,50.5,2.4,4
IN-133,52.4,1.7,4
IN-135,51.0,2.1,4
IN-137,54.1,2.2,4
IN-139,52.3,1.6,4
IN-141,50.1,3.2,4
IN-143,55.8,2.5,4
IN-145,53.3,1.7,4
IN-147,56.1,0.7,4
IN-149,50.6,3.0,4
IN-151,49.9,3.4,4
IN-153,55.0,2.3,4
IN-155,55.5,2.4,4
IN-157,51.8,2.2,4
IN-159,52.2,2.7,4
IN-161,52.1,1.8,4
IN-163,57.4,1.6,4
IN-165,52.4,1.1,4
IN-167,54.2,2.1,4
IN-169,51.2,2.3,4
IN-171,51.6,1.7,4
IN-173,56.6,1.4,4
IN-175,54.6,1.6,4
IN-177,51.4,1.9,4
IN-179,51.5,2.8,4
IN-181,51.2,2.3,4
IN-183,50.1,2.1,4
IA-001,50.3,1.4,4
IA-003,51.0,1.6,4
IA-005,46.6,0.5,4
IA-007,51.4,1.1,4
IA-009,49.4,1.2,4
IA-011,48.9,0.9,4
IA-013,49.2,1.8,4
IA-015,50.3,1.8,4
IA-017,47.8,1.3,4
IA-019,48.0,1.0,4
IA-021,47.0,0.4,4
IA-023,48.2,1.5,4
IA-025,48.7,1.1,4
IA-027,50.0,2.2,4
IA-029,50.7,1.5,4
IA-031,49.5,0.7,4
IA-033,47.0,1.3,4
IA-035,47.7,0.9,4
IA-037,46.1,0.5,4
IA-039,52.2,2.4,4
IA-041,46.5,0.6,4
IA-043,47.6,0.9,4
IA-045,50.4,1.8,4
IA-047,50.3,2.4,4
IA-049,51.2,1.8,4
IA-051,51.7,1.2,4
IA-053,52.5,2.4,4
IA-055,48.0,1.2,4
IA-057,52.2,1.5,4
IA-059,45.1,-0.1,4
IA-061,48.2,1.1,4
IA-063,45.5,0.2,4
IA-065,47.0,1.0,4
IA-067,46.8,0.7,4
IA-069,48.0,1.7,4
IA-071,53.1,1.7,4
IA-073,50.3,2.0,4
IA-075,48.9,1.5,4
IA-077,50.2,1.5,4
IA-079,48.3,0.9,4
IA-081,46.7,0.9,4
IA-083,48.8,1.6,4
IA-085,51.0,1.5,4
IA-087,51.4,0.8,4
IA-089,45.1,0.5,4
IA-091,47.6,0.5,4
IA-093,48.8,1.4,4
IA-095,50.1,1.2,4
IA-097,49.2,1.3,4
IA-099,50.9,1.8,4
IA-101,50.6,0.2,4
IA-103,50.0,0.9,4
IA-105,49.2,1.5,4
IA-107,50.7,1.1,4
IA-109,46.3,0.4,4
IA-111,52.7,1.1,4
IA-113,49.3,1.5,4
IA-115,51.4,1.2,4
IA-117,52.3,2.3,4
IA-119,45.4,-0.6,4
IA-121,51.4,1.8,4
IA-123,51.5,1.8,4
IA-125,52.2,2.1,4
IA-127,49.3,1.1,4
IA-129,52.5,1.7,4
IA-131,45.8,0.6,4
IA-133,50.0,1.2,4
IA-135,51.8,1.6,4
IA-137,52.2,2.1,4
IA-139,50.3,0.6,4
IA-141,46.5,0.3,4
IA-143,45.0,-0.4,4
IA-145,52.7,2.1,4
IA-147,46.2,0.2,4
IA-149,48.4,1.1,4
IA-151,46.3,-0.7,4
IA-153,51.1,1.4,4
IA-155,51.5,1.5,4
IA-157,50.6,1.9,4
IA-159,52.5,2.8,4
IA-161,48.9,1.6,4
IA-163,51.5,2.5,4
IA-165,50.3,1.7,4
IA-167,46.5,-0.2,4
IA-169,49.8,1.3,4
IA-171,49.3,1.2,4
IA-173,52.0,2.2,4
IA-175,51.5,2.2,4
IA-177,51.6,0.5,4
IA-179,51.4,1.1,4
IA-181,51.9,1.7,4
IA-183,50.2,0.5,4
IA-185,51.8,1.7,4
IA-187,48.7,1.2,4
IA-189,46.0,0.8,4
IA-191,46.2,1.1,4
IA-193,49.2,1.1,4
IA-195,45.9,0.8,4
IA-197,47.6,1.0,4
KS-001,56.4,0.6,4
KS-003,56.2,1.1,4
KS-005,54.7,1.6,4
KS-007,56.8,0.9,4
KS-009,54.5,1.1,4
KS-011,56.3,0.4,4
KS-013,54.0,1.7,4
KS-015,56.7,1.4,4
KS-017,55.9,1.5,4
KS-019,57.7,0.3,4
KS-021,58.0,0.6,4
KS-023,49.4,0.2,4
KS-025,56.3,0.6,4
KS-027,55.1,1.8,4
KS-029,54.9,2.2,4
KS-031,58.0,3.2,4
KS-033,56.9,1.2,4
KS-035,57.4,0.8,4
KS-037,57.2,0.7,4
KS-039,51.0,0.6,4
KS-041,56.5,2.6,4
KS-043,53.9,0.8,4
KS-045,56.4,2.0,4
KS-047,55.3,1.4,4
KS-049,56.9,0.6,4
KS-051,53.9,1.4,4
KS-053,55.3,1.6,4
KS-055,53.4,1.0,4
KS-057,55.0,1.2,4
KS-059,56.4,1.8,4
KS-061,55.9,2.2,4
KS-063,52.6,1.0,4
KS-065,52.8,1.0,4
KS-067,53.5,0.2,4
KS-069,54.0,0.8,4
KS-071,50.5,0.2,4
KS-073,56.5,1.2,4
KS-075,52.3,0.1,4
KS-077,56.8,0.4,4
KS-079,56.4,1.5,4
KS-081,53.6,0.3,4
KS-083,54.8,1.4,4
KS-085,54.7,1.9,4
KS-087,55.8,2.2,4
KS-089,53.2,1.6,4
KS-091,56.3,2.1,4
KS-093,53.2,0.9,4
KS-095,56.0,0.6,4
KS-097,55.7,1.1,4
KS-099,57.1,-0.5,4
KS-101,53.1,1.3,4
KS-103,56.1,2.2,4
KS-105,55.1,1.9,4
KS-107,56.2,0.9,4
KS-109,51.7,0.8,4
KS-111,56.9,2.7,4
KS-113,55.8,1.7,4
KS-115,56.0,1.8,4
KS-117,52.6,0.4,4
KS-119,55.4,0.4,4
KS-121,56.2,1.6,4
KS-123,54.1,1.5,4
KS-125,57.4,-0.3,4
KS-127,55.6,2.0,4
KS-129,53.4,-0.3,4
KS-131,53.0,1.1,4
KS-133,56.7,0.1,4
KS-135,54.0,1.2,4
KS-137,51.8,0.8,4
KS-139,57.1,3.1,4
KS-141,53.9,1.4,4
KS-143,55.6,2.3,4
KS-145,54.8,1.2,4
KS-147,52.4,0.7,4
KS-149,54.5,1.4,4
KS-151,56.0,1.3,4
KS-153,50.3,0.6,4
KS-155,56.0,1.1,4
KS-157,53.6,1.9,4
KS-159,55.4,1.3,4
KS-161,55.0,1.6,4
KS-163,53.4,1.1,4
KS-165,54.1,1.1,4
KS-167,54.9,1.9,4
KS-169,56.2,2.3,4
KS-171,52.4,0.9,4
KS-173,56.9,1.2,4
KS-175,54.4,0.0,4
KS-177,56.2,2.3,4
KS-179,51.6,0.9,4
KS-181,49.7,0.8,4
KS-183,52.6,0.8,4
KS-185,55.4,1.4,4
KS-187,53.2,0.1,4
KS-189,53.6,-0.3,4
KS-191,57.2,0.6,4
KS-193,50.6,0.7,4
KS-195,53.3,1.1,4
KS-197,55.7,2.1,4
KS-199,50.4,0.6,4
KS-201,53.3,1.2,4
KS-203,51.5,0.5,4
KS-205,57.1,0.3,4
KS-207,57.4,1.7,4
KS-209,56.4,2.3,4
KY-001,57.4,2.1,4
KY-003,57.2,0.1,4
KY-005,56.2,2.2,4
KY-007,58.9,1.7,4
KY-009,57.2,0.5,4
KY-011,55.9,2.0,4
KY-013,56.0,1.4,4
KY-015,54.4,1.8,4
KY-017,55.6,2.4,4
KY-019,57.1,3.4,4
KY-021,56.5,2.4,4
KY-023,54.7,1.9,4
KY-025,57.2,2.0,4
KY-027,56.3,1.2,4
KY-029,56.6,1.5,4
KY-031,58.2,1.6,4
KY-033,57.6,0.4,4
KY-035,58.0,0.0,4
KY-037,54.2,1.4,4
KY-039,59.0,1.5,4
KY-041,56.1,2.4,4
KY-043,56.0,2.8,4
KY-045,56.6,2.2,4
KY-047,57.8,0.6,4
KY-049,56.2,2.4,4
KY-051,56.9,1.9,4
KY-053,57.5,1.8,4
KY-055,57.4,0.6,4
KY-057,57.8,1.5,4
KY-059,57.1,1.1,4
KY-061,57.9,1.5,4
KY-063,56.0,2.5,4
KY-065,56.8,1.9,4
KY-067,56.1,2.8,4
KY-069,55.3,2.0,4
KY-071,57.4,2.1,4
KY-073,56.0,2.1,4
KY-075,59.0,0.6,4
KY-077,55.6,2.3,4
KY-079,56.6,2.3,4
KY-081,55.0,2.0,4
KY-083,58.6,0.9,4
KY-085,57.3,1.8,4
KY-087,57.4,1.7,4
KY-089,56.0,2.9,4
KY-091,56.1,0.5,4
KY-093,56.7,1.7,4
KY-095,55.2,1.9,4
KY-097,55.2,2.1,4
KY-099,57.4,1.5,4
KY-101,57.6,1.2,4
KY-103,55.5,1.8,4
KY-105,59.0,1.1,4
KY-107,57.6,0.6,4
KY-109,56.2,1.9,4
KY-111,56.0,1.1,4
KY-113,56.6,2.7,4
KY-115,56.8,2.3,4
KY-117,54.1,1.5,4
KY-119,56.7,2.0,4
KY-121,56.7,1.5,4
KY-123,56.9,1.7,4
KY-125,56.5,1.8,4
KY-127,56.9,2.8,4
KY-129,57.0,1.8,4
KY-131,56.6,1.9,4
KY-133,55.9,2.0,4
KY-135,55.0,2.1,4
KY-137,56.3,2.2,4
KY-139,58.0,1.0,4
KY-141,57.4,0.3,4
KY-143,58.1,0.6,4
KY-145,58.8,1.7,4
KY-147,56.2,1.2,4
KY-149,57.7,1.2,4
KY-151,56.7,2.2,4
KY-153,56.7,2.1,4
KY-155,56.8,1.9,4
KY-157,58.5,0.7,4
KY-159,57.3,2.3,4
KY-161,54.8,2.0,4
KY-163,55.8,1.0,4
KY-165,56.0,1.9,4
KY-167,56.6,2.5,4
KY-169,57.0,1.1,4
KY-171,56.9,0.3,4
KY-173,56.0,2.3,4
KY-175,56.2,2.1,4
KY-177,58.2,1.3,4
KY-179,56.5,1.6,4
KY-181,55.3,2.1,4
KY-183,57.8,1.8,4
KY-185,55.1,1.1,4
KY-187,55.6,2.2,4
KY-189,57.1,1.9,4
KY-191,54.8,1.8,4
KY-193,56.9,2.0,4
KY-195,57.5,2.4,4
KY-197,56.6,2.0,4
KY-199,56.7,1.9,4
KY-201,55.0,2.1,4
KY-203,56.2,1.9,4
KY-205,55.4,1.8,4
KY-207,57.4,2.2,4
KY-209,55.7,2.4,4
KY-211,55.3,1.5,4
KY-213,57.3,0.2,4
KY-215,55.9,1.4,4
KY-217,57.2,2.1,4
KY-219,57.6,0.5,4
KY-221,57.8,0.1,4
KY-223,55.7,2.1,4
KY-225,57.5,0.9,4
KY-227,57.9,0.9,4
KY-229,56.4,1.9,4
KY-231,57.0,1.9,4
KY-233,57.2,0.4,4
KY-235,56.4,1.0,4
KY-237,56.6,2.0,4
KY-239,56.5,2.8,4
LA-001,67.6,-0.5,4
LA-003,66.3,-0.9,4
LA-005,68.6,1.1,4
LA-007,69.0,1.0,4
LA-009,65.6,-1.2,4
LA-011,66.5,-0.2,4
LA-013,63.3,-0.6,4
LA-015,63.2,-0.9,4
LA-017,63.4,-1.1,4
LA-019,67.4,-0.2,4
LA-021,63.7,-1.1,4
LA-023,68.0,-0.1,4
LA-025,64.7,-1.1,4
LA-027,62.5,-0.9,4
LA-029,65.2,-0.8,4
LA-031,63.6,-1.1,4
LA-033,68.2,1.1,4
LA-035,63.8,-0.4,4
LA-037,67.0,0.8,4
LA-039,66.2,-1.1,4
LA-041,64.2,-0.9,4
LA-043,64.0,-1.8,4
LA-045,68.7,0.6,4
LA-047,68.4,0.8,4
LA-049,63.1,-0.8,4
LA-051,69.6,1.3,4
LA-053,67.2,-0.9,4
LA-055,68.2,0.2,4
LA-057,69.6,1.1,4
LA-059,64.4,-1.3,4
LA-061,62.8,-0.7,4
LA-063,68.2,1.3,4
LA-065,64.1,-0.7,4
LA-067,63.1,-0.8,4
LA-069,64.0,-1.4,4
LA-071,69.4,1.8,4
LA-073,63.2,-1.0,4
LA-075,69.4,1.3,4
LA-077,67.3,0.0,4
LA-079,65.1,-1.4,4
LA-081,63.8,-0.8,4
LA-083,63.6,-1.0,4
LA-085,64.2,-0.9,4
LA-087,69.2,1.7,4
LA-089,69.6,1.4,4
LA-091,66.5,0.6,4
LA-093,69.0,1.2,4
LA-095,69.1,1.4,4
LA-097,66.8,-0.7,4
LA-099,68.4,0.5,4
LA-101,69.0,0.9,4
LA-103,68.6,2.1,4
LA-105,67.5,1.3,4
LA-107,64.4,-0.9,4
LA-109,69.6,1.0,4
LA-111,62.9,-0.7,4
LA-113,68.7,0.4,4
LA-115,65.2,-0.6,4
LA-117,67.1,1.3,4
LA-119,62.9,-1.0,4
LA-121,68.3,0.8,4
LA-123,63.5,-0.6,4
LA-125,66.9,0.2,4
LA-127,63.6,-1.2,4
ME-001,45.2,4.0,4
ME-003,39.5,3.3,4
ME-005,45.2,3.4,4
ME-007,39.8,3.5,4
ME-009,43.8,3.0,4
ME-011,44.9,3.8,4
ME-013,43.8,3.0,4
ME-015,44.6,3.4,4
ME-017,42.6,4.0,4
ME-019,42.7,3.1,4
ME-021,40.2,3.5,4
ME-023,45.2,3.6,4
ME-025,40.3,3.6,4
ME-027,43.8,3.1,4
ME-029,43.7,3.8,4
ME-031,45.3,2.8,4
MD-001,54.5,4.1,4
MD-003,59.8,6.1,4
MD-005,58.0,6.6,4
MD-009,59.5,5.6,4
MD-011,59.1,6.3,4
MD-013,56.5,6.1,4
MD-015,57.1,5.4,4
MD-017,60.0,5.7,4
MD-019,60.2,6.6,4
MD-021,57.0,5.8,4
MD-023,50.2,4.0,4
MD-025,57.3,5.6,4
MD-027,58.2,6.7,4
MD-029,58.2,5.4,4
MD-031,58.5,6.3,4
MD-033,59.1,5.5,4
MD-035,58.8,5.8,4
MD-037,59.9,5.8,4
MD-039,60.6,6.8,4
MD-041,59.6,5.9,4
MD-043,56.1,5.1,4
MD-045,60.0,6.9,4
MD-047,59.5,6.8,4
MD-510,60.3,7.4,4
MD-511,59.3,5.4,4
MA-001,49.8,5.2,4
MA-003,48.1,5.6,4
MA-005,51.1,5.0,4
MA-007,50.5,5.5,4
MA-009,48.5,3.6,4
MA-011,48.9,4.9,4
MA-013,50.3,5.0,4
MA-015,49.7,4.8,4
MA-017,50.3,4.7,4
MA-019,49.0,5.4,4
MA-021,51.5,5.6,4
MA-023,51.5,5.8,4
MA-025,50.9,5.2,4
MA-027,49.7,5.3,4
MI-001,44.2,3.9,4
MI-003,39.2,1.5,4
MI-005,49.0,3.0,4
MI-007,44.4,4.4,4
MI-009,45.7,5.1,4
MI-011,46.8,4.3,4
MI-013,37.3,0.7,4
MI-015,49.1,3.6,4
MI-017,48.2,4.3,4
MI-019,46.2,5.9,4
MI-021,49.8,3.1,4
MI-023,49.4,3.2,4
MI-025,49.0,3.4,4
MI-027,49.7,3.2,4
MI-029,44.9,4.3,4
MI-031,44.0,4.1,4
MI-033,39.2,1.9,4
MI-035,46.1,4.0,4
MI-037,49.0,3.7,4
MI-039,44.9,4.5,4
MI-041,39.7,1.1,4
MI-043,39.0,0.6,4
MI-045,49.0,3.7,4
MI-047,43.4,4.0,4
MI-049,49.0,4.1,4
MI-051,47.0,4.0,4
MI-053,36.7,-1.1,4
MI-055,46.6,6.1,4
MI-057,48.2,3.5,4
MI-059,49.0,3.2,4
MI-061,38.4,0.7,4
MI-063,47.7,5.4,4
MI-065,48.8,3.7,4
MI-067,48.5,3.4,4
MI-069,45.5,4.2,4
MI-071,37.4,0.2,4
MI-073,47.6,4.1,4
MI-075,48.4,3.2,4
MI-077,49.7,3.6,4
MI-079,45.5,5.0,4
MI-081,48.3,3.4,4
MI-083,37.1,0.6,4
MI-085,45.9,3.4,4
MI-087,48.7,4.3,4
MI-089,46.4,6.6,4
MI-091,49.7,3.3,4
MI-093,48.1,3.4,4
MI-095,38.6,1.5,4
MI-097,40.0,2.3,4
MI-099,49.5,4.1,4
MI-101,45.6,4.2,4
MI-103,38.2,1.2,4
MI-105,45.5,3.1,4
MI-107,46.6,3.6,4
MI-109,40.9,0.9,4
MI-111,48.3,4.1,4
MI-113,45.1,4.3,4
MI-115,50.4,3.4,4
MI-117,47.5,3.6,4
MI-119,45.1,4.8,4
MI-121,48.0,3.9,4
MI-123,47.0,3.6,4
MI-125,48.7,3.8,4
MI-127,46.5,3.5,4
MI-129,45.5,4.1,4
MI-131,37.6,-0.5,4
MI-133,45.4,3.7,4
MI-135,44.8,4.3,4
MI-137,44.8,4.9,4
MI-139,48.6,3.4,4
MI-141,44.0,4.2,4
MI-143,45.3,4.3,4
MI-145,48.9,4.0,4
MI-147,49.2,4.5,4
MI-149,50.1,3.5,4
MI-151,48.2,4.9,4
MI-153,39.6,1.2,4
MI-155,48.9,3.8,4
MI-157,48.6,4.5,4
MI-159,49.4,3.0,4
MI-161,48.1,2.7,4
MI-163,49.9,3.6,4
MI-165,45.4,4.6,4
MN-001,36.8,-3.1,4
MN-003,42.4,-2.0,4
MN-005,35.4,-4.9,4
MN-007,35.4,-3.4,4
MN-009,40.1,-2.5,4
MN-011,37.8,-5.8,4
MN-013,44.7,-0.9,4
MN-015,43.6,-1.7,4
MN-017,36.7,-2.5,4
MN-019,43.6,-1.3,4
MN-021,37.0,-2.9,4
MN-023,39.4,-4.7,4
MN-025,41.4,-2.4,4
MN-027,35.2,-6.9,4
MN-029,35.9,-3.3,4
MN-031,32.6,-2.4,4
MN-033,43.9,-0.6,4
MN-035,38.0,-2.8,4
MN-037,44.4,-1.0,4
MN-039,44.2,0.2,4
MN-041,37.4,-4.1,4
MN-043,45.4,-0.0,4
MN-045,45.0,0.5,4
MN-047,45.2,0.5,4
MN-049,44.5,-0.3,4
MN-051,36.9,-5.6,4
MN-053,43.7,-1.1,4
MN-055,46.6,1.0,4
MN-057,36.4,-3.0,4
MN-059,40.7,-2.8,4
MN-061,35.7,-3.0,4
MN-063,44.6,-0.1,4
MN-065,39.6,-2.4,4
MN-067,39.2,-4.2,4
MN-069,33.7,-5.6,4
MN-071,34.9,-3.1,4
MN-073,39.6,-4.6,4
MN-075,33.1,-3.1,4
MN-077,35.2,-2.8,4
MN-079,44.2,-1.2,4
MN-081,40.6,-2.9,4
MN-083,41.6,-2.9,4
MN-085,42.4,-2.2,4
MN-087,35.0,-5.0,4
MN-089,33.5,-6.3,4
MN-091,45.1,-0.1,4
MN-093,39.8,-3.8,4
MN-095,39.5,-2.4,4
MN-097,39.2,-2.6,4
MN-099,45.0,1.0,4
MN-101,42.0,-1.9,4
MN-103,44.1,-1.3,4
MN-105,43.5,-1.0,4
MN-107,34.2,-7.4,4
MN-109,44.8,0.6,4
MN-111,36.4,-4.9,4
MN-113,33.8,-6.2,4
MN-115,39.4,-1.6,4
MN-117,42.0,-1.8,4
MN-119,34.5,-6.4,4
MN-121,37.8,-4.4,4
MN-123,43.8,-1.3,4
MN-125,34.1,-6.4,4
MN-127,42.4,-2.7,4
MN-129,41.8,-3.0,4
MN-131,44.0,-1.0,4
MN-133,44.4,-0.6,4
MN-135,33.7,-4.7,4
MN-137,34.8,-2.8,4
MN-139,44.1,-1.3,4
MN-141,41.1,-2.4,4
MN-143,43.7,-1.4,4
MN-145,39.2,-3.3,4
MN-147,44.2,-0.3,4
MN-149,37.6,-5.3,4
MN-151,38.3,-5.2,4
MN-153,38.4,-2.9,4
MN-155,37.0,-6.2,4
MN-157,45.6,0.7,4
MN-159,37.5,-3.0,4
MN-161,44.6,-0.4,4
MN-163,43.6,-1.3,4
MN-165,44.5,-0.7,4
MN-167,35.9,-6.9,4
MN-169,46.1,1.2,4
MN-171,41.8,-2.1,4
MN-173,41.0,-3.6,4
MS-001,65.1,-0.4,4
MS-003,59.4,-0.7,4
MS-005,65.3,0.0,4
MS-007,62.2,-0.4,4
MS-009,59.8,-0.6,4
MS-011,62.2,-0.8,4
MS-013,61.3,-0.9,4
MS-015,62.6,-0.1,4
MS-017,62.2,0.0,4
MS-019,61.6,-0.5,4
MS-021,64.6,-0.4,4
MS-023,65.2,1.1,4
MS-025,63.0,0.4,4
MS-027,62.2,-0.1,4
MS-029,64.6,-0.0,4
MS-031,66.0,1.3,4
MS-033,60.8,-0.8,4
MS-035,67.5,2.1,4
MS-037,64.9,-0.1,4
MS-039,68.0,2.2,4
MS-041,67.9,2.4,4
MS-043,62.0,-0.7,4
MS-045,68.0,1.9,4
MS-047,67.6,1.5,4
MS-049,64.8,0.4,4
MS-051,63.7,0.2,4
MS-053,64.2,0.2,4
MS-055,64.2,-0.1,4
MS-057,61.4,0.1,4
MS-059,68.1,1.9,4
MS-061,65.2,1.3,4
MS-063,64.6,-0.5,4
MS-065,65.6,0.9,4
MS-067,67.0,2.1,4
MS-069,63.4,0.4,4
MS-071,60.8,-1.1,4
MS-073,66.9,1.6,4
MS-075,64.1,0.7,4
MS-077,65.4,0.5,4
MS-079,63.3,0.4,4
MS-081,61.6,-0.1,4
MS-083,63.8,0.4,4
MS-085,64.8,0.1,4
MS-087,63.3,0.5,4
MS-089,64.4,0.4,4
MS-091,66.6,1.1,4
MS-093,60.3,-0.7,4
MS-095,62.5,0.3,4
MS-097,61.0,-1.3,4
MS-099,63.4,0.8,4
MS-101,64.1,1.0,4
MS-103,63.5,0.6,4
MS-105,63.2,0.6,4
MS-107,61.3,-1.0,4
MS-109,67.4,1.8,4
MS-111,68.0,2.6,4
MS-113,65.4,0.3,4
MS-115,61.3,-0.4,4
MS-117,60.4,-0.3,4
MS-119,62.1,-0.5,4
MS-121,64.4,0.5,4
MS-123,63.9,0.7,4
MS-125,64.3,0.0,4
MS-127,64.7,0.5,4
MS-129,64.8,0.9,4
MS-131,67.4,1.8,4
MS-133,63.1,-0.3,4
MS-135,62.8,-0.1,4
MS-137,60.8,-1.1,4
MS-139,59.8,-0.6,4
MS-141,59.7,-0.4,4
MS-143,61.5,-0.5,4
MS-145,60.8,-0.5,4
MS-147,66.1,0.8,4
MS-149,64.8,0.1,4
MS-151,63.1,-0.7,4
MS-153,66.8,2.0,4
MS-155,61.4,-0.7,4
MS-157,66.0,0.1,4
MS-159,62.8,0.5,4
MS-161,61.3,-1.1,4
MS-163,64.7,0.4,4
MO-001,53.2,2.2,4
MO-003,53.8,1.4,4
MO-005,53.7,1.9,4
MO-007,55.4,2.4,4
MO-009,56.9,0.6,4
MO-011,57.0,0.5,4
MO-013,57.1,1.7,4
MO-015,56.5,1.7,4
MO-017,55.9,-0.6,4
MO-019,56.2,2.3,4
MO-021,54.6,1.5,4
MO-023,58.7,0.2,4
MO-025,54.1,1.7,4
MO-027,56.6,2.5,4
MO-029,57.7,2.4,4
MO-031,56.5,0.1,4
MO-033,54.9,1.6,4
MO-035,57.3,0.5,4
MO-037,56.6,2.4,4
MO-039,57.3,1.3,4
MO-041,55.2,2.0,4
MO-043,56.1,0.8,4
MO-045,53.3,1.6,4
MO-047,55.8,2.5,4
MO-049,54.6,2.2,4
MO-051,57.7,2.6,4
MO-053,56.6,2.6,4
MO-055,55.8,1.3,4
MO-057,57.1,1.1,4
MO-059,56.0,1.0,4
MO-061,54.0,1.9,4
MO-063,54.0,1.9,4
MO-065,55.6,0.9,4
MO-067,57.0,1.6,4
MO-069,60.0,0.6,4
MO-071,55.8,1.3,4
MO-073,55.8,1.5,4
MO-075,54.1,2.6,4
MO-077,56.2,1.1,4
MO-079,53.7,1.5,4
MO-081,53.4,2.3,4
MO-083,57.0,1.8,4
MO-085,56.6,1.3,4
MO-087,53.9,1.3,4
MO-089,56.0,2.4,4
MO-091,58.0,2.3,4
MO-093,55.8,1.1,4
MO-095,56.3,2.5,4
MO-097,57.6,0.8,4
MO-099,57.2,1.9,4
MO-101,56.8,2.8,4
MO-103,53.2,1.9,4
MO-105,56.8,1.8,4
MO-107,56.0,2.5,4
MO-109,56.4,0.6,4
MO-111,53.6,1.5,4
MO-113,55.8,2.2,4
MO-115,54.0,1.6,4
MO-117,54.2,1.4,4
MO-119,58.1,0.8,4
MO-121,53.8,1.8,4
MO-123,55.4,-0.0,4
MO-125,57.4,2.3,4
MO-127,54.6,1.9,4
MO-129,52.7,1.6,4
MO-131,58.2,3.0,4
MO-133,59.1,1.2,4
MO-135,57.3,2.9,4
MO-137,54.7,2.0,4
MO-139,55.8,2.3,4
MO-141,56.9,2.5,4
MO-143,59.7,1.0,4
MO-145,58.2,1.3,4
MO-147,53.5,2.3,4
MO-149,58.9,2.3,4
MO-151,57.2,2.3,4
MO-153,57.9,1.5,4
MO-155,60.1,0.7,4
MO-157,55.8,0.2,4
MO-159,55.9,1.8,4
MO-161,57.2,2.0,4
MO-163,55.3,2.3,4
MO-165,55.7,2.2,4
MO-167,56.6,1.3,4
MO-169,57.9,2.6,4
MO-171,52.1,1.3,4
MO-173,55.2,2.3,4
MO-175,55.0,2.2,4
MO-177,55.1,2.1,4
MO-179,55.9,0.6,4
MO-181,58.6,0.9,4
