PartialFIPS,TEMPERATURE,Anomaly (1901-2000 base period),MONTH
WI-119,32.0,2.7,11
WI-121,36.2,3.9,11
WI-123,35.8,2.7,11
WI-125,29.8,1.9,11
WI-127,37.4,1.4,11
WI-129,31.5,2.7,11
WI-131,36.1,1.7,11
WI-133,38.0,2.7,11
WI-135,36.4,3.9,11
WI-137,36.3,3.5,11
WI-139,36.8,3.2,11
WI-141,35.2,3.7,11
WY-001,33.3,4.6,11
WY-003,34.7,5.7,11
WY-005,36.4,5.0,11
WY-007,32.8,4.1,11
WY-009,35.3,3.6,11
WY-011,35.5,4.5,11
WY-013,31.6,4.0,11
WY-015,39.1,5.1,11
WY-017,34.5,4.5,11
WY-019,35.7,4.7,11
WY-021,38.1,4.9,11
WY-023,30.0,3.9,11
WY-025,34.6,4.0,11
WY-027,37.4,5.2,11
WY-029,31.8,5.0,11
WY-031,38.7,5.0,11
WY-033,35.2,5.1,11
WY-035,27.8,4.0,11
WY-037,31.8,3.3,11
WY-039,27.2,3.7,11
WY-041,31.5,3.4,11
WY-043,35.8,5.0,11
WY-045,35.8,4.7,11
AL-001,49.1,1.9,12
AL-003,54.6,2.3,12
AL-005,49.6,0.8,12
AL-007,48.0,2.4,12
AL-009,47.0,3.9,12
AL-011,49.0,1.1,12
AL-013,49.9,1.3,12
AL-015,47.0,3.4,12
AL-017,46.8,2.2,12
AL-019,46.2,3.5,12
AL-021,48.2,2.4,12
AL-023,50.6,2.2,12
AL-025,50.9,1.9,12
AL-027,46.3,2.4,12
AL-029,46.4,3.7,12
AL-031,50.2,0.4,12
AL-033,46.2,4.3,12
AL-035,51.0,1.1,12
AL-037,47.4,1.9,12
AL-039,51.0,1.0,12
AL-041,49.4,1.0,12
AL-043,46.4,3.7,12
AL-045,50.5,0.3,12
AL-047,49.8,1.9,12
AL-049,44.9,3.3,12
AL-051,48.6,1.5,12
AL-053,52.1,1.3,12
AL-055,46.5,3.2,12
AL-057,47.6,3.2,12
AL-059,46.2,4.1,12
AL-061,51.2,0.5,12
AL-063,48.4,1.8,12
AL-065,48.7,2.0,12
AL-067,50.7,0.7,12
AL-069,52.0,0.9,12
AL-071,45.2,3.7,12
AL-073,47.7,3.2,12
AL-075,48.0,3.6,12
AL-077,45.8,4.4,12
AL-079,45.8,3.5,12
AL-081,48.4,1.9,12
AL-083,45.8,4.0,12
AL-085,49.8,1.6,12
AL-087,49.0,1.4,12
AL-089,46.0,3.9,12
AL-091,50.0,2.2,12
AL-093,47.1,4.1,12
AL-095,46.2,3.5,12
AL-097,54.3,2.5,12
AL-099,50.9,1.4,12
AL-101,49.2,1.2,12
AL-103,46.0,3.6,12
AL-105,48.9,2.1,12
AL-107,48.2,2.6,12
AL-109,49.3,0.6,12
AL-111,46.4,3.0,12
AL-113,49.6,1.7,12
AL-115,47.1,3.2,12
AL-117,47.7,2.7,12
AL-119,49.0,1.8,12
AL-121,47.0,2.2,12
AL-123,47.0,1.6,12
AL-125,47.9,2.2,12
AL-127,47.3,3.2,12
AL-129,51.7,1.9,12
AL-131,50.4,1.8,12
AL-133,46.3,3.6,12
AZ-001,33.8,2.9,12
AZ-003,46.7,2.7,12
AZ-005,37.7,4.8,12
AZ-007,45.5,3.8,12
AZ-009,46.8,3.6,12
AZ-011,42.2,3.2,12
AZ-012,55.8,4.2,12
AZ-013,55.6,4.0,12
AZ-015,48.4,5.2,12
AZ-017,34.4,3.0,12
AZ-019,54.0,3.7,12
AZ-021,53.9,3.6,12
AZ-023,48.5,3.3,12
AZ-025,46.4,4.6,12
AZ-027,56.7,3.6,12
AR-001,48.3,4.9,12
AR-003,49.6,4.1,12
AR-005,44.1,6.7,12
AR-007,44.1,6.3,12
AR-009,43.6,6.3,12
AR-011,48.9,4.3,12
AR-013,47.7,3.1,12
AR-015,43.8,6.3,12
AR-017,49.2,3.5,12
AR-019,45.9,2.4,12
AR-021,45.0,6.5,12
AR-023,45.3,5.5,12
AR-025,48.0,4.0,12
AR-027,47.8,2.2,12
AR-029,44.7,3.9,12
AR-031,45.4,5.7,12
AR-033,44.6,4.8,12
AR-035,46.7,4.6,12
AR-037,46.2,4.7,12
AR-039,46.4,2.5,12
AR-041,48.6,4.3,12
AR-043,49.3,4.6,12
AR-045,45.0,3.6,12
AR-047,44.5,4.8,12
AR-049,44.0,7.4,12
AR-051,46.0,3.9,12
AR-053,46.4,2.9,12
AR-055,45.1,6.1,12
AR-057,46.4,2.1,12
AR-059,46.2,3.0,12
AR-061,45.4,2.5,12
AR-063,45.0,5.8,12
AR-065,44.3,6.5,12
AR-067,45.4,5.4,12
AR-069,47.8,4.3,12
AR-071,44.0,4.8,12
AR-073,48.2,2.6,12
AR-075,44.9,6.1,12
AR-077,47.6,4.9,12
AR-079,49.0,5.0,12
AR-081,47.4,3.0,12
AR-083,45.1,4.4,12
AR-085,47.0,4.4,12
AR-087,43.2,5.7,12
AR-089,43.8,6.4,12
AR-091,48.5,2.8,12
AR-093,45.6,5.0,12
AR-095,47.7,5.0,12
AR-097,45.2,3.7,12
AR-099,46.5,2.1,12
AR-101,43.0,5.6,12
AR-103,46.9,2.0,12
AR-105,45.3,3.7,12
AR-107,48.0,4.8,12
AR-109,45.2,2.6,12
AR-111,45.7,5.2,12
AR-113,44.3,3.5,12
AR-115,44.2,4.5,12
AR-117,47.3,4.7,12
AR-119,46.4,3.9,12
AR-121,44.6,6.7,12
AR-123,46.9,4.7,12
AR-125,45.8,3.3,12
AR-127,44.6,3.9,12
AR-129,43.0,5.2,12
AR-131,45.5,4.7,12
AR-133,46.3,3.1,12
AR-135,44.0,6.5,12
AR-137,44.4,6.0,12
AR-139,48.6,3.1,12
AR-141,43.7,4.6,12
AR-143,43.9,5.7,12
AR-145,45.9,4.7,12
AR-147,46.3,4.8,12
AR-149,45.2,4.0,12
CA-001,52.0,4.9,12
CA-003,37.0,6.0,12
CA-005,48.5,4.6,12
CA-007,49.3,5.2,12
CA-009,48.8,4.9,12
CA-011,50.7,5.6,12
CA-013,51.5,4.7,12
CA-015,44.7,4.6,12
CA-017,45.2,4.6,12
CA-019,45.8,5.8,12
CA-021,49.4,5.3,12
CA-023,46.8,4.5,12
CA-025,59.3,4.8,12
CA-027,46.6,5.1,12
CA-029,50.1,5.3,12
CA-031,52.4,6.7,12
CA-033,47.5,4.1,12
CA-035,35.8,5.4,12
CA-037,53.5,4.7,12
CA-039,46.8,6.1,12
CA-041,53.0,5.0,12
CA-043,46.3,5.4,12
CA-045,48.3,4.1,12
CA-047,51.7,6.1,12
CA-049,37.1,7.0,12
CA-051,34.4,5.4,12
CA-053,52.2,4.6,12
CA-055,50.4,4.6,12
CA-057,42.6,3.8,12
CA-059,60.3,5.2,12
CA-061,44.2,4.3,12
CA-063,36.7,4.0,12
CA-065,55.7,4.4,12
CA-067,51.7,5.2,12
CA-069,50.5,4.8,12
CA-071,51.7,4.6,12
CA-073,55.7,5.0,12
CA-075,53.6,4.4,12
CA-077,52.0,6.0,12
CA-079,53.1,5.6,12
CA-081,53.0,4.3,12
CA-083,54.2,5.6,12
CA-085,51.0,4.7,12
CA-087,53.0,4.7,12
CA-089,44.1,4.5,12
CA-091,37.4,4.3,12
CA-093,38.6,4.8,12
CA-095,51.6,5.1,12
CA-097,51.3,4.4,12
CA-099,51.4,5.9,12
CA-101,51.7,5.4,12
CA-103,47.8,4.6,12
CA-105,42.2,4.6,12
CA-107,44.7,6.0,12
CA-109,42.4,5.4,12
CA-111,52.1,5.1,12
CA-113,51.1,4.9,12
CA-115,50.0,4.6,12
CO-001,35.2,7.1,12
CO-003,24.5,4.1,12
CO-005,34.9,6.4,12
CO-007,27.7,3.6,12
CO-009,38.7,6.2,12
CO-011,37.0,6.3,12
CO-013,31.2,4.4,12
CO-014,37.0,6.0,12
CO-015,23.0,2.9,12
CO-017,35.5,6.5,12
CO-019,24.3,3.9,12
CO-021,23.8,3.7,12
CO-023,25.1,2.6,12
CO-025,35.2,5.7,12
CO-027,27.6,3.6,12
CO-029,29.8,5.1,12
CO-031,37.0,6.4,12
CO-033,28.3,3.9,12
CO-035,33.6,4.3,12
CO-037,23.1,3.4,12
CO-039,33.7,6.0,12
CO-041,34.8,5.5,12
CO-043,30.8,3.0,12
CO-045,28.0,5.1,12
CO-047,26.6,3.9,12
CO-049,20.4,2.5,12
CO-051,22.6,4.4,12
CO-053,21.0,3.0,12
CO-055,32.8,3.9,12
CO-057,20.5,2.9,12
CO-059,33.4,4.3,12
CO-061,35.8,6.2,12
CO-063,35.8,6.9,12
CO-065,19.6,2.6,12
CO-067,29.9,4.2,12
CO-069,28.9,4.9,12
CO-071,36.0,4.1,12
CO-073,34.7,6.2,12
CO-075,34.9,7.3,12
CO-077,31.0,6.0,12
CO-079,21.2,3.2,12
CO-081,26.7,5.2,12
CO-083,32.5,4.6,12
CO-085,31.5,5.9,12
CO-087,34.6,8.5,12
CO-089,37.0,5.7,12
CO-091,27.2,5.2,12
CO-093,23.6,2.6,12
CO-095,35.5,8.4,12
CO-097,22.0,2.6,12
CO-099,37.1,6.2,12
CO-101,36.7,4.6,12
CO-103,27.6,4.9,12
CO-105,23.2,4.3,12
CO-107,23.3,3.9,12
CO-109,23.1,3.9,12
CO-111,21.9,2.9,12
CO-113,29.3,4.4,12
CO-115,34.6,7.4,12
CO-117,20.3,2.9,12
CO-119,26.7,3.0,12
CO-121,34.9,7.4,12
CO-123,34.7,7.6,12
CO-125,35.9,7.7,12
CT-001,39.8,9.1,12
CT-003,38.3,9.3,12
CT-005,36.3,9.7,12
CT-007,39.4,8.8,12
CT-009,38.9,8.5,12
CT-011,40.2,9.4,12
CT-013,37.8,9.4,12
CT-015,38.3,9.5,12
DE-001,43.2,7.4,12
DE-003,41.8,7.3,12
DE-005,44.6,7.3,12
FL-001,58.9,2.8,12
FL-003,56.2,2.4,12
FL-005,54.8,1.5,12
FL-007,58.4,3.0,12
FL-009,65.5,3.4,12
FL-011,69.0,2.4,12
FL-013,53.8,1.5,12
FL-015,64.9,1.4,12
FL-017,61.0,2.9,12
FL-019,59.8,4.1,12
FL-021,67.3,1.5,12
FL-023,55.6,1.6,12
FL-027,64.3,1.8,12
FL-029,57.3,2.4,12
FL-031,58.8,3.9,12
FL-033,54.8,2.2,12
FL-035,62.3,4.4,12
FL-037,56.0,1.9,12
FL-039,54.4,2.1,12
FL-041,57.3,2.3,12
FL-043,65.1,1.6,12
FL-045,55.5,1.8,12
FL-047,54.2,1.3,12
FL-049,64.2,2.5,12
FL-051,65.7,1.1,12
FL-053,62.2,3.3,12
FL-055,64.7,2.3,12
FL-057,63.7,2.8,12
FL-059,52.1,0.8,12
FL-061,66.0,3.3,12
FL-063,53.0,1.1,12
FL-065,55.1,2.4,12
FL-067,56.0,2.0,12
FL-069,62.6,3.5,12
FL-071,65.6,1.0,12
FL-073,55.3,2.6,12
FL-075,58.9,2.7,12
FL-077,54.6,1.8,12
FL-079,54.4,1.7,12
FL-081,63.8,1.9,12
FL-083,60.9,3.5,12
FL-085,67.3,2.6,12
FL-086,69.7,2.6,12
FL-087,69.8,2.2,12
FL-089,57.3,3.7,12
FL-091,54.0,2.1,12
FL-093,65.5,2.6,12
FL-095,64.2,3.5,12
FL-097,64.9,3.2,12
FL-099,67.7,2.1,12
FL-101,62.6,3.0,12
FL-103,64.2,2.7,12
FL-105,64.0,2.8,12
FL-107,61.4,4.4,12
FL-109,61.4,4.6,12
FL-111,66.9,3.1,12
FL-113,54.5,2.1,12
FL-115,64.0,1.2,12
FL-117,63.9,3.5,12
FL-119,61.9,3.2,12
FL-121,55.2,1.4,12
FL-123,56.0,2.3,12
FL-125,57.1,2.3,12
FL-127,62.9,3.7,12
FL-129,55.7,2.3,12
FL-131,53.4,1.7,12
FL-133,53.3,1.2,12
GA-001,53.5,2.9,12
GA-003,53.5,2.7,12
GA-005,53.9,3.1,12
GA-007,52.5,2.0,12
GA-009,50.1,3.7,12
GA-011,46.9,4.0,12
GA-013,47.2,4.1,12
GA-015,45.0,2.8,12
GA-017,52.2,2.8,12
GA-019,52.6,2.0,12
GA-021,50.2,3.6,12
GA-023,50.8,2.8,12
GA-025,54.9,3.4,12
GA-027,52.8,1.2,12
GA-029,53.7,2.9,12
GA-031,52.5,3.2,12
GA-033,50.3,3.2,12
GA-035,48.7,4.1,12
GA-037,51.6,1.9,12
GA-039,56.4,3.4,12
GA-043,52.2,3.0,12
GA-045,46.2,3.6,12
GA-047,46.0,4.9,12
GA-049,55.8,3.2,12
GA-051,54.1,3.1,12
GA-053,49.9,2.2,12
GA-055,45.6,3.8,12
GA-057,45.0,3.2,12
GA-059,47.4,3.9,12
GA-061,50.6,1.1,12
GA-063,48.3,4.5,12
GA-065,54.1,2.2,12
GA-067,46.2,3.7,12
GA-069,53.0,2.8,12
GA-071,52.0,1.3,12
GA-073,49.5,3.6,12
GA-075,52.2,1.4,12
GA-077,47.6,3.9,12
GA-079,49.9,3.5,12
GA-081,51.9,3.5,12
GA-083,44.9,4.5,12
GA-085,45.0,3.9,12
GA-087,53.5,1.9,12
GA-089,47.6,4.5,12
GA-091,51.0,2.3,12
GA-093,51.4,3.6,12
GA-095,52.1,2.1,12
GA-097,46.7,4.0,12
GA-099,51.8,1.4,12
GA-101,53.7,1.4,12
GA-103,52.8,3.2,12
GA-105,47.6,4.6,12
GA-107,51.7,3.3,12
GA-109,52.9,2.7,12
GA-111,42.5,3.4,12
GA-113,48.2,4.2,12
GA-115,45.7,3.4,12
GA-117,45.9,4.1,12
GA-119,46.7,3.8,12
GA-121,47.1,4.3,12
GA-123,43.4,3.6,12
GA-125,49.8,3.6,12
GA-127,55.7,3.0,12
GA-129,45.2,3.3,12
GA-131,53.7,2.0,12
GA-133,48.4,3.9,12
GA-135,46.9,4.3,12
GA-137,45.3,3.6,12
GA-139,46.4,4.1,12
GA-141,49.4,3.6,12
GA-143,45.8,3.8,12
GA-145,48.3,2.4,12
GA-147,46.8,4.1,12
GA-149,46.9,3.3,12
GA-151,48.4,4.1,12
GA-153,50.8,3.2,12
GA-155,52.3,2.7,12
GA-157,47.2,4.1,12
GA-159,48.5,4.0,12
GA-161,52.7,2.9,12
GA-163,50.4,3.5,12
GA-165,51.1,3.4,12
GA-167,51.3,3.3,12
GA-169,49.7,3.8,12
GA-171,49.1,3.9,12
GA-173,53.1,1.9,12
GA-175,51.1,2.7,12
GA-177,51.9,2.8,12
GA-179,54.0,2.7,12
GA-181,48.6,4.0,12
GA-183,53.9,2.6,12
GA-185,53.0,1.3,12
GA-187,44.4,3.9,12
GA-189,49.1,3.7,12
GA-191,54.9,2.7,12
GA-193,50.7,3.5,12
GA-195,47.2,4.2,12
GA-197,49.8,2.6,12
GA-199,48.0,3.2,12
GA-201,52.6,1.8,12
GA-205,52.7,1.9,12
GA-207,49.3,3.9,12
GA-209,52.0,2.8,12
GA-211,48.1,4.0,12
GA-213,45.0,4.0,12
GA-215,49.6,2.3,12
GA-217,48.0,4.2,12
GA-219,47.7,4.0,12
GA-221,47.6,4.1,12
GA-223,45.8,3.5,12
GA-225,50.4,3.5,12
GA-227,44.5,3.5,12
GA-229,54.6,3.3,12
GA-231,48.8,3.7,12
GA-233,46.0,3.7,12
GA-235,51.1,2.9,12
GA-237,49.0,3.9,12
GA-239,49.8,1.0,12
GA-241,43.2,3.3,12
GA-243,50.3,1.5,12
GA-245,50.1,3.3,12
GA-247,47.9,4.3,12
GA-249,50.6,3.2,12
GA-251,51.1,3.0,12
GA-253,53.0,1.5,12
GA-255,48.8,3.9,12
GA-257,46.3,3.3,12
GA-259,49.8,1.8,12
GA-261,51.4,3.3,12
GA-263,48.8,2.7,12
GA-265,48.6,3.9,12
GA-267,53.0,2.6,12
GA-269,49.8,3.2,12
GA-271,51.9,2.6,12
GA-273,51.2,2.3,12
GA-275,53.2,1.6,12
GA-277,52.0,2.1,12
GA-279,52.5,2.8,12
GA-281,42.4,3.5,12
GA-283,51.7,2.9,12
GA-285,47.4,2.9,12
GA-287,51.9,2.9,12
GA-289,50.7,3.2,12
GA-291,42.4,3.4,12
GA-293,49.2,3.5,12
GA-295,45.6,4.7,12
GA-297,47.4,4.0,12
GA-299,54.8,3.0,12
GA-301,49.1,3.6,12
GA-303,50.6,3.5,12
GA-305,54.2,2.9,12
GA-307,50.3,2.4,12
GA-309,51.8,2.6,12
GA-311,44.6,3.8,12
GA-313,45.9,4.6,12
GA-315,51.7,3.0,12
GA-317,48.3,4.3,12
GA-319,50.8,3.3,12
GA-321,52.0,2.4,12
ID-001,35.3,4.2,12
ID-003,29.3,4.7,12
ID-005,29.2,5.2,12
ID-007,26.2,6.1,12
ID-009,34.3,5.6,12
ID-011,27.5,5.3,12
ID-013,28.1,6.8,12
ID-015,29.2,5.3,12
ID-017,31.6,6.0,12
ID-019,26.4,5.6,12
ID-021,29.3,6.0,12
ID-023,25.9,7.0,12
ID-025,28.2,6.8,12
ID-027,35.3,4.3,12
ID-029,27.1,5.5,12
ID-031,32.1,5.9,12
ID-033,25.0,6.7,12
ID-035,32.6,6.2,12
ID-037,24.6,5.9,12
ID-039,32.9,6.1,12
ID-041,29.9,6.7,12
ID-043,23.8,6.1,12
ID-045,32.8,4.3,12
ID-047,34.1,7.4,12
ID-049,29.5,5.3,12
ID-051,26.2,7.1,12
ID-053,34.3,6.8,12
ID-055,32.6,4.5,12
ID-057,35.4,6.1,12
ID-059,24.6,4.9,12
ID-061,33.2,4.7,12
ID-063,32.8,8.5,12
ID-065,26.7,6.2,12
ID-067,31.1,6.7,12
ID-069,36.5,5.5,12
ID-071,30.8,5.9,12
ID-073,34.0,5.3,12
ID-075,35.4,5.8,12
ID-077,29.5,5.0,12
ID-079,31.7,6.2,12
ID-081,24.8,6.0,12
ID-083,33.1,5.0,12
ID-085,25.2,4.6,12
ID-087,31.7,4.5,12
IL-001,40.0,10.3,12
IL-003,43.5,7.1,12
IL-005,42.1,9.6,12
IL-007,35.5,11.5,12
IL-009,39.8,10.2,12
IL-011,37.7,12.1,12
IL-013,41.5,9.7,12
IL-015,35.2,11.5,12
IL-017,39.4,9.7,12
IL-019,38.8,10.0,12
IL-021,40.3,9.8,12
IL-023,41.1,9.9,12
IL-025,41.8,9.2,12
IL-027,43.1,9.8,12
IL-029,40.0,9.6,12
IL-031,38.8,11.8,12
IL-033,41.4,9.2,12
IL-035,40.7,9.5,12
IL-037,36.3,11.6,12
IL-039,38.8,10.4,12
IL-041,39.9,10.2,12
IL-043,37.9,11.8,12
IL-045,40.1,9.8,12
IL-047,42.2,8.2,12
IL-049,41.0,9.4,12
IL-051,41.4,9.4,12
IL-053,38.0,10.3,12
IL-055,42.2,7.7,12
IL-057,39.2,10.8,12
IL-059,42.6,7.1,12
IL-061,41.1,9.6,12
IL-063,38.2,11.8,12
IL-065,42.3,7.9,12
IL-067,39.0,10.3,12
IL-069,42.7,6.8,12
IL-071,38.2,10.9,12
IL-073,37.2,11.4,12
IL-075,38.0,10.3,12
IL-077,42.2,7.5,12
IL-079,41.4,9.4,12
IL-081,42.1,8.3,12
IL-083,42.0,9.8,12
IL-085,34.6,11.4,12
IL-087,43.0,7.4,12
IL-089,36.9,11.7,12
IL-091,38.3,11.1,12
IL-093,37.6,11.5,12
IL-095,37.9,11.2,12
IL-097,37.6,11.8,12
IL-099,37.6,11.5,12
IL-101,41.6,8.4,12
IL-103,36.6,12.0,12
IL-105,38.6,11.6,12
IL-107,39.1,10.1,12
IL-109,38.8,10.7,12
IL-111,35.7,11.5,12
IL-113,38.7,11.2,12
IL-115,39.2,9.7,12
IL-117,41.2,9.8,12
IL-119,43.0,10.0,12
IL-121,41.9,9.0,12
IL-123,38.8,12.0,12
IL-125,39.2,10.0,12
IL-127,43.6,7.1,12
IL-129,39.1,9.6,12
IL-131,37.5,11.2,12
IL-133,43.5,9.2,12
IL-135,41.0,9.7,12
IL-137,39.9,9.9,12
IL-139,39.6,9.5,12
IL-141,35.8,11.7,12
IL-143,39.0,11.6,12
IL-145,42.0,7.9,12
IL-147,39.1,10.2,12
IL-149,40.5,9.9,12
IL-151,43.0,7.1,12
IL-153,43.7,7.2,12
IL-155,38.5,11.8,12
IL-157,42.3,8.0,12
IL-159,41.8,8.7,12
IL-161,37.1,11.3,12
IL-163,43.6,9.8,12
IL-165,42.5,7.3,12
IL-167,39.8,9.8,12
IL-169,39.5,10.4,12
IL-171,40.4,9.8,12
IL-173,40.1,9.3,12
IL-175,38.4,12.1,12
IL-177,34.9,11.7,12
IL-179,39.2,11.2,12
IL-181,42.8,7.5,12
IL-183,38.2,9.1,12
IL-185,42.0,8.0,12
IL-187,37.8,10.9,12
IL-189,42.7,9.1,12
IL-191,42.2,8.5,12
IL-193,42.5,7.7,12
IL-195,36.6,11.8,12
IL-197,38.0,11.1,12
IL-199,42.4,7.6,12
IL-201,35.6,11.7,12
IL-203,38.8,11.8,12
IN-001,39.7,11.3,12
IN-003,39.4,11.4,12
IN-005,41.2,9.0,12
IN-007,38.1,10.4,12
IN-009,39.7,10.4,12
IN-011,39.2,10.4,12
IN-013,40.7,9.3,12
IN-015,39.1,10.5,12
IN-017,38.9,10.7,12
IN-019,41.6,7.4,12
IN-021,40.8,9.8,12
IN-023,38.9,10.3,12
IN-025,41.0,6.6,12
IN-027,41.4,8.6,12
IN-029,40.4,7.8,12
IN-031,40.4,8.6,12
IN-033,38.5,11.3,12
IN-035,40.2,10.7,12
IN-037,41.1,7.2,12
IN-039,37.8,10.8,12
IN-041,39.4,8.9,12
IN-043,41.8,7.4,12
IN-045,38.8,9.6,12
IN-047,39.7,8.1,12
IN-049,38.5,11.1,12
IN-051,41.8,7.5,12
IN-053,39.8,10.6,12
IN-055,41.2,9.6,12
IN-057,39.8,10.2,12
IN-059,40.3,10.1,12
IN-061,42.0,7.3,12
IN-063,39.6,9.9,12
IN-065,39.6,10.1,12
IN-067,39.4,10.7,12
IN-069,39.2,10.6,12
IN-071,41.9,9.1,12
IN-073,38.6,11.2,12
IN-075,39.6,10.6,12
IN-077,41.5,8.2,12
IN-079,41.4,8.5,12
IN-081,40.4,9.6,12
IN-083,41.8,8.6,12
IN-085,38.2,10.8,12
IN-087,37.9,11.0,12
IN-089,38.7,11.5,12
IN-091,38.3,11.0,12
IN-093,40.9,8.6,12
IN-095,40.2,10.5,12
IN-097,40.1,9.8,12
IN-099,38.3,11.3,12
IN-101,41.0,8.4,12
IN-103,39.0,10.6,12
IN-105,40.4,9.2,12
IN-107,39.2,10.4,12
IN-109,40.3,9.5,12
IN-111,38.4,11.0,12
IN-113,38.1,11.0,12
IN-115,41.2,7.9,12
IN-117,40.9,7.5,12
IN-119,40.4,9.4,12
IN-121,39.6,9.5,12
IN-123,41.2,5.8,12
IN-125,41.5,7.8,12
IN-127,38.4,11.1,12
IN-129,42.3,7.0,12
IN-131,38.4,11.0,12
IN-133,39.5,9.6,12
IN-135,39.3,10.2,12
IN-137,40.3,8.1,12
IN-139,40.0,9.4,12
IN-141,38.4,11.3,12
IN-143,42.0,8.5,12
IN-145,40.8,9.6,12
IN-147,41.7,6.2,12
IN-149,38.4,11.2,12
IN-151,37.9,11.4,12
IN-153,41.9,10.1,12
IN-155,41.4,7.9,12
IN-157,39.1,10.5,12
IN-159,39.6,10.7,12
IN-161,39.0,8.3,12
IN-163,42.2,6.9,12
IN-165,39.5,9.3,12
IN-167,41.2,10.0,12
IN-169,38.9,10.3,12
IN-171,38.2,9.6,12
IN-173,41.8,6.9,12
IN-175,41.3,8.2,12
IN-177,38.8,9.0,12
IN-179,39.5,10.9,12
IN-181,38.7,10.8,12
IN-183,38.6,10.8,12
IA-001,35.6,11.6,12
IA-003,35.7,11.0,12
IA-005,32.4,12.0,12
IA-007,37.6,10.9,12
IA-009,34.5,11.7,12
IA-011,34.1,11.5,12
IA-013,34.1,12.7,12
IA-015,34.8,12.2,12
IA-017,33.4,13.1,12
IA-019,33.4,12.2,12
IA-021,32.4,12.2,12
IA-023,33.4,12.8,12
IA-025,33.9,12.4,12
IA-027,34.3,12.2,12
IA-029,35.4,11.1,12
IA-031,35.2,10.8,12
IA-033,31.9,12.7,12
IA-035,32.4,12.0,12
IA-037,32.6,13.1,12
IA-039,37.0,11.7,12
IA-041,32.4,13.2,12
IA-043,33.6,12.5,12
IA-045,36.3,11.7,12
IA-047,34.2,12.1,12
IA-049,35.8,11.7,12
IA-051,38.2,11.2,12
IA-053,37.5,11.5,12
IA-055,33.6,12.2,12
IA-057,37.7,10.7,12
IA-059,32.0,13.6,12
IA-061,33.9,11.4,12
IA-063,31.4,12.9,12
IA-065,32.8,12.8,12
IA-067,32.4,12.7,12
IA-069,32.8,12.8,12
IA-071,36.3,9.6,12
IA-073,34.6,11.9,12
IA-075,34.1,12.6,12
IA-077,35.0,11.6,12
IA-079,33.4,12.0,12
IA-081,31.7,12.4,12
IA-083,33.9,12.7,12
IA-085,34.4,10.6,12
IA-087,37.5,10.8,12
IA-089,31.8,13.4,12
IA-091,33.0,12.2,12
IA-093,33.2,11.9,12
IA-095,35.4,11.6,12
IA-097,35.2,11.4,12
IA-099,36.3,12.3,12
IA-101,37.1,10.8,12
IA-103,35.2,10.8,12
IA-105,34.6,11.6,12
IA-107,36.2,11.3,12
IA-109,32.1,12.8,12
IA-111,38.2,10.0,12
IA-113,34.5,11.7,12
IA-115,37.4,11.1,12
IA-117,37.4,11.7,12
IA-119,31.6,12.7,12
IA-121,36.5,11.7,12
IA-123,36.9,11.7,12
IA-125,37.4,11.7,12
IA-127,35.0,12.4,12
IA-129,35.6,9.7,12
IA-131,31.8,13.2,12
IA-133,33.5,10.7,12
IA-135,37.4,11.2,12
IA-137,35.6,10.4,12
IA-139,36.2,10.5,12
IA-141,32.2,12.8,12
IA-143,31.4,12.9,12
IA-145,36.1,10.2,12
IA-147,32.1,12.7,12
IA-149,32.6,11.8,12
IA-151,32.8,12.1,12
IA-153,36.2,11.7,12
IA-155,35.0,10.1,12
IA-157,35.6,12.1,12
IA-159,36.9,11.4,12
IA-161,33.6,12.4,12
IA-163,36.8,11.5,12
IA-165,34.6,11.3,12
IA-167,32.0,12.2,12
IA-169,35.0,12.3,12
IA-171,34.6,12.2,12
IA-173,36.3,10.9,12
IA-175,36.3,11.5,12
IA-177,38.2,10.7,12
IA-179,37.4,11.2,12
IA-181,37.0,11.5,12
IA-183,36.5,11.2,12
IA-185,37.3,11.1,12
IA-187,33.6,12.1,12
IA-189,31.5,12.9,12
IA-191,32.7,13.6,12
IA-193,33.0,11.1,12
IA-195,31.5,13.0,12
IA-197,32.5,12.2,12
KS-001,41.9,7.8,12
KS-003,41.0,7.8,12
KS-005,39.0,9.1,12
KS-007,42.5,8.6,12
KS-009,39.1,7.8,12
KS-011,42.6,8.2,12
KS-013,38.2,9.4,12
KS-015,41.4,8.2,12
KS-017,39.6,7.7,12
KS-019,43.1,7.6,12
KS-021,43.7,7.3,12
KS-023,35.8,6.8,12
KS-025,41.2,7.0,12
KS-027,38.3,8.2,12
KS-029,38.4,8.7,12
KS-031,42.0,9.2,12
KS-033,41.7,7.9,12
KS-035,42.4,7.7,12
KS-037,43.0,7.6,12
KS-039,36.0,7.6,12
KS-041,38.8,7.8,12
KS-043,39.4,9.8,12
KS-045,40.6,8.7,12
KS-047,40.3,8.1,12
KS-049,42.7,8.1,12
KS-051,37.8,7.1,12
KS-053,39.6,8.4,12
KS-055,37.8,6.7,12
KS-057,39.7,7.2,12
KS-059,41.1,8.5,12
KS-061,38.6,7.9,12
KS-063,36.9,6.6,12
KS-065,36.8,6.8,12
KS-067,38.8,6.5,12
KS-069,38.8,6.9,12
KS-071,36.2,6.4,12
KS-073,41.7,8.4,12
KS-075,37.4,6.2,12
KS-077,42.7,8.3,12
KS-079,40.5,7.9,12
KS-081,38.7,6.6,12
