FIPS,MEDIAN_INCOME
01001,76989
01001,71188
01001,65625
01001,66007
01001,64740
01001,128329
01001,69826
01001,71791
01001,73012
01001,81804
01001,78239
01001,72342
01001,73914
01001,118411
01001,68913
01001,67521
01001,64445
01001,65268
01001,44272
01001,44245
01001,50827
01001,57657
01001,57997
01001,45931
01001,44528
01001,74034
01001,70578
01001,55684
01001,86084
01001,55401
01001,87781
01001,70235
01001,59407
01001,64544
01001,88534
01001,51496
01001,56982
01001,53645
01001,55769
01001,48184
01001,64635
01001,58780
01001,91548
01001,81214
01001,62426
01001,73234
01001,51880
01001,79501
01001,48480
01001,65541
01001,71386
01001,65472
01001,61612
01001,49038
01001,70975
01001,50904
01001,66027
01001,45071
01001,69012
01001,61001
01001,67623
01001,47472
01001,60095
01001,47338
01001,78678
01001,53479
01001,79838
01001,55659
01001,63060
01001,44795
01001,78490
01001,55527
01001,53298
01001,58628
01001,46793
01001,83765
01001,58089
01001,55849
01001,82837
01001,60704
01001,72892
01001,47935
01001,64568
01001,88553
01001,61624
01001,63912
01001,76838
01001,61224
01001,64927
01001,58851
01001,61005
01001,59047
01001,43626
01001,40318
01001,55796
01001,63196
01001,49771
01001,53159
01001,43500
01001,61631
01001,60039
01001,56095
01001,55429
01001,64523
01001,43952
01001,99243
01001,46943
01001,101763
01001,45279
01001,41750
01001,51367
01001,58082
01001,50438
01001,51381
01001,60321
01001,54961
01001,55417
01001,70230
01001,68049
01001,81250
01001,83460
01001,83773
01001,96339
01001,84948
01001,75023
01001,67064
01001,63125
01001,89297
01001,94688
01001,55389
01001,67368
01001,83412
01001,76528
01001,68450
01001,56750
01001,64737
01001,70827
01001,61850
01001,70263
01001,61339
01001,80614
01001,64236
01001,88289
01001,81847
01001,79405
01001,79483
01001,81292
01001,68051
01001,76953
01001,66884
01001,63214
01001,61319
01001,74521
01001,76311
01001,72524
01001,57355
01001,77697
01001,67361
01001,41676
01001,62500
01001,80744
01001,80313
01001,60172
01001,63017
01001,88289
01001,69976
01001,79273
01001,61346
01001,90224
01001,49521
01001,62001
01001,64991
01001,55507
01001,53837
01001,76454
01001,58411
01001,69990
01001,81194
01001,64675
01001,74239
01001,60846
01001,83178
01001,68125
01001,58474
01001,54687
01001,55477
01001,62823
01001,64654
01001,73615
01001,130088
01001,68431
01001,87069
01001,60047
01001,73795
01001,72866
01001,56455
01001,100783
01001,85218
01001,55756
01001,70816
01001,69699
01001,58001
01001,53851
01001,79267
01001,62008
01001,61366
01001,74774
01001,65972
01001,58409
01001,56983
01001,73988
01001,77952
01001,54842
01001,81033
01001,69183
01001,70693
01001,60095
01001,83229
01001,55576
01001,57306
01001,92660
01001,46701
01001,78036
01001,74175
01001,58962
01001,64403
01001,55971
01001,71047
01001,59203
01001,55360
01001,75728
01001,68167
01001,64737
01001,72927
01001,49552
01001,72822
01001,71237
01001,82785
01001,57649
01001,59819
01001,62500
01001,49571
01001,65020
01001,72822
01001,65740
01001,71016
01001,55088
01001,64494
01001,109506
01001,65344
01001,53813
01001,107843
01001,61355
01001,71769
01001,61834
01001,73124
01001,71878
01001,48028
01001,67870
01001,52034
01001,64266
01001,52323
01001,59304
01001,54280
01001,52817
01001,85427
01001,58856
01001,53668
01001,45456
01001,57204
01001,74446
01001,48162
01001,59000
01001,60313
01001,50182
01001,61849
01001,57562
01001,55114
01001,60550
01001,56992
01001,67302
01001,57127
01001,75730
01001,61824
01001,60183
01001,54286
01001,59191
01001,49930
01001,47923
01001,61497
01001,48750
01001,50911
01001,56673
01001,70617
01001,42063
01001,41048
01001,50027
01001,59425
01001,82735
01001,62940
01001,84778
01001,50175
01001,46203
01001,69229
01001,56495
01001,57279
01001,61904
01001,51999
01001,70071
01001,52679
01001,45441
01001,65374
01001,53123
01001,60482
01001,48656
01001,57551
01001,48937
01001,54787
01001,62564
01001,60828
01001,44634
01001,62721
01001,77688
01001,46191
01001,49795
01001,60236
01001,59275
01001,47445
01001,67317
01001,78520
01001,61205
01001,61980
01001,50512
01001,65060
01001,57844
01001,76011
01001,100360
01001,68705
01001,86359
01001,60313
01001,81675
01001,64769
01001,87640
01001,58983
01001,64219
01001,59800
01001,48338
01001,82095
01001,71443
01001,73051
01001,59097
01001,59353
01001,61222
01001,69311
01001,61314
01001,73396
01001,49902
01001,74624
01001,70217
01001,86247
01001,81318
01001,59500
01001,66551
01001,68958
01001,64212
01001,65559
01001,63602
01001,104434
01001,51250
01001,87084
01001,81071
01001,76393
01001,64295
01001,70156
01001,60302
01001,77684
01001,60594
01001,62482
01001,111951
01001,86775
01001,56292
01001,47681
01001,67877
01001,72748
01001,123041
01001,60668
01001,60181
01001,58842
01001,61992
01001,60254
01001,85634
01001,74159
01001,88576
01001,64103
01001,61476
01001,56093
01001,50061
01001,74946
01001,64798
01001,66870
01001,65429
01001,58739
01001,56898
01001,63923
01001,64691
01001,83703
01001,60779
01001,76350
01001,77493
01001,62321
01001,64412
01001,61705
01001,60614
01001,61415
01001,82374
01001,111521
01001,72926
01001,86687
01001,57948
01001,78824
01001,60698
01001,79318
01001,59840
01001,66901
01001,68435
01001,59378
01001,64758
01001,66930
01001,62932
01001,72894
01001,61626
01001,59013
01001,77487
01001,62182
01001,72468
01001,70268
01001,82238
01001,110926
01001,91278
01001,100859
