FIPS,POPULATION
01001,9495
01001,48728
01001,33917
01001,50905
01001,10196
01001,43779
01001,30825
01001,19237
01001,7656
01001,15628
01001,39406
01001,13807
01001,66471
01001,10909
01001,9392
01001,11304
01001,800487
01001,36922
01001,45963
01001,30360
01001,15689
01001,82290
01001,43629
01001,38158
01001,73011
01001,10787
01001,3378
01001,97235
01001,23550
01001,39676
01001,43314
01001,20880
01001,6967
01001,673708
01001,84339
01001,52895
01001,10857
01001,8619
01001,20260
01001,16796
01001,96359
01001,422308
01001,41343
01001,53178
01001,64832
01001,25651
01001,23463
01001,203026
01001,111807
01001,2002
01001,7238
01001,7515
01001,23958
01001,222563
01001,24973
01001,88069
01001,69812
01001,8254
01001,382628
01001,50632
01001,129794
01001,31701
01001,346532
01001,12249
01001,803863
01001,88553
01001,1908
01001,27471
01001,80087
01001,26192
01001,7532
01001,26603
01001,600266
01001,1434
01001,108122
01001,105183
01001,1240476
01001,65069
01001,166993
01001,47503
01001,429989
01001,121854
01001,59971
01001,645993
01001,195870
01001,132355
01001,4475
01001,65191
01001,158041
01001,540896
01001,37297
01001,78902
01001,37707
01001,65055
01001,83189
01001,264422
01001,287484
01001,576195
01001,30703
01001,269544
01001,126967
01001,6785
01001,156626
01001,14545
01001,35265
01001,43844
01001,83213
01001,44099
01001,23419
01001,215834
01001,555151
01001,85423
01001,143592
01001,375408
01001,325978
01001,113570
01001,40149
01001,109852
01001,46074
01001,167784
01001,861225
01001,18079
01001,315927
01001,90925
01001,45988
01001,1582432
01001,59691
01001,16276
01001,143259
01001,39711
01001,73255
01001,5849
01001,38349
01001,41078
01001,42570
01001,50096
01001,38174
01001,209778
01001,51189
01001,353345
01001,26075
01001,459312
01001,50568
01001,170658
01001,85095
01001,658977
01001,130073
01001,24352
01001,171949
01001,7738
01001,207218
